type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-02-23 07:40:14.999,46.80071657,8.27878678,32.00,1139.410,,3.566,190,6,6,,
T,2023-02-23 07:40:15.999,46.80068411,8.27877346,32.00,1140.442,,3.344,195,5,6,,
T,2023-02-23 07:40:16.999,46.80065401,8.27875454,32.00,1142.019,,3.376,198,5,6,,
T,2023-02-23 07:40:17.999,46.80062263,8.27873805,32.00,1143.647,,3.397,198,5,6,,
T,2023-02-23 07:40:18.999,46.80059271,8.27872268,32.00,1144.829,,3.404,196,6,6,,
T,2023-02-23 07:40:19.999,46.80056521,8.27870724,32.00,1145.602,,3.404,195,5,6,,
T,2023-02-23 07:40:20.999,46.80053483,8.27869237,48.00,1146.888,,3.404,195,4,6,,
T,2023-02-23 07:40:21.999,46.80049880,8.27868214,32.00,1149.079,,3.825,188,6,6,,
T,2023-02-23 07:40:22.999,46.80046588,8.27866906,32.00,1149.780,,3.400,196,5,6,,
T,2023-02-23 07:40:23.999,46.80044062,8.27865165,32.00,1151.110,,2.987,209,5,6,,
T,2023-02-23 07:40:24.999,46.80042317,8.27862572,48.00,1151.727,,2.987,209,5,6,,
T,2023-02-23 07:40:25.999,46.80039952,8.27860273,32.00,1152.893,,2.986,216,6,6,,
T,2023-02-23 07:40:26.999,46.80036579,8.27859285,32.00,1155.428,,3.086,204,6,6,,
T,2023-02-23 07:40:27.999,46.80033488,8.27858640,32.00,1157.849,,3.061,212,6,6,,
T,2023-02-23 07:40:28.999,46.80031628,8.27856524,48.00,1157.168,,3.061,212,5,6,,
T,2023-02-23 07:40:29.999,46.80028513,8.27854866,32.00,1159.792,,2.994,219,6,6,,
T,2023-02-23 07:40:30.999,46.80025153,8.27853071,32.00,1162.848,,3.050,219,6,6,,
T,2023-02-23 07:40:31.999,46.80021738,8.27850096,32.00,1166.037,,3.105,220,6,6,,
T,2023-02-23 07:40:32.999,46.80018895,8.27848143,32.00,1167.979,,2.931,220,6,6,,
T,2023-02-23 07:40:33.999,46.80016318,8.27846602,24.00,1169.632,,3.018,210,6,6,,
T,2023-02-23 07:40:34.999,46.80013584,8.27845366,24.00,1171.723,,3.334,197,6,6,,
T,2023-02-23 07:40:35.999,46.80010515,8.27844106,24.00,1173.481,,3.509,196,6,6,,
T,2023-02-23 07:40:36.999,46.80007522,8.27842500,24.00,1174.374,,3.316,199,6,6,,
T,2023-02-23 07:40:37.999,46.80004129,8.27841310,24.00,1176.056,,3.594,196,6,6,,
T,2023-02-23 07:40:38.999,46.79999582,8.27841077,24.00,1179.451,,4.232,191,6,6,,
T,2023-02-23 07:40:39.999,46.79995016,8.27841414,24.00,1182.254,,4.440,187,6,6,,
T,2023-02-23 07:40:40.999,46.79992319,8.27839434,24.00,1181.145,,3.755,191,5,6,,
T,2023-02-23 07:40:41.999,46.79989611,8.27837859,24.00,1183.001,,3.671,199,6,6,,
T,2023-02-23 07:40:42.999,46.79986608,8.27836318,24.00,1184.683,,3.912,196,6,6,,
T,2023-02-23 07:40:43.999,46.79983325,8.27835594,24.00,1186.483,,3.892,200,6,6,,
T,2023-02-23 07:40:44.999,46.79980226,8.27834276,24.00,1187.541,,3.727,200,6,6,,
T,2023-02-23 07:40:45.999,46.79978781,8.27831618,32.00,1184.776,,3.011,215,5,6,,
T,2023-02-23 07:40:46.999,46.79976943,8.27829507,32.00,1185.242,,3.045,232,5,6,,
T,2023-02-23 07:40:47.999,46.79975029,8.27826509,32.00,1186.236,,3.179,231,6,6,,
T,2023-02-23 07:40:48.999,46.79973129,8.27823296,32.00,1186.756,,3.160,230,6,6,,
T,2023-02-23 07:40:49.999,46.79971111,8.27820150,48.00,1187.663,,3.095,218,5,6,,
T,2023-02-23 07:40:50.999,46.79968947,8.27817272,48.00,1188.099,,3.132,216,5,6,,
T,2023-02-23 07:40:51.999,46.79966611,8.27814809,48.00,1188.430,,3.152,214,5,6,,
T,2023-02-23 07:40:52.999,46.79963416,8.27813382,24.00,1189.957,,3.445,204,6,7,,
T,2023-02-23 07:40:53.999,46.79959464,8.27812811,24.00,1191.974,,4.184,190,6,7,,
T,2023-02-23 07:40:54.999,46.79955695,8.27810869,32.00,1192.255,,3.912,198,5,7,,
T,2023-02-23 07:40:55.999,46.79951994,8.27809123,32.00,1193.698,,4.054,197,6,7,,
T,2023-02-23 07:40:56.999,46.79948579,8.27807598,32.00,1195.562,,4.153,193,6,7,,
T,2023-02-23 07:40:57.999,46.79945986,8.27806498,32.00,1196.924,,3.649,190,6,7,,
T,2023-02-23 07:40:59.999,46.79941693,8.27803416,32.00,1196.244,,3.045,200,5,7,,
T,2023-02-23 07:41:00.999,46.79939340,8.27801477,48.00,1197.528,,3.416,201,4,7,,
T,2023-02-23 07:41:01.999,46.79936132,8.27798983,48.00,1198.380,,3.772,202,5,7,,
T,2023-02-23 07:41:02.999,46.79932899,8.27796490,48.00,1199.810,,3.933,204,5,7,,
T,2023-02-23 07:41:03.999,46.79929430,8.27795160,24.00,1201.383,,3.810,205,6,7,,
T,2023-02-23 07:41:04.999,46.79925796,8.27793148,24.00,1202.955,,3.764,204,6,7,,
T,2023-02-23 07:41:05.999,46.79922294,8.27790922,24.00,1203.544,,3.634,204,5,7,,
T,2023-02-23 07:41:06.999,46.79919070,8.27788886,24.00,1204.471,,3.543,204,5,7,,
T,2023-02-23 07:41:07.999,46.79915101,8.27788316,24.00,1206.548,,3.859,194,7,9,,
T,2023-02-23 07:41:08.999,46.79911502,8.27787493,24.00,1208.189,,3.785,194,7,9,,
T,2023-02-23 07:41:09.999,46.79908170,8.27786892,24.00,1209.437,,3.633,195,6,9,,
T,2023-02-23 07:41:10.999,46.79904930,8.27785877,24.00,1209.351,,3.685,203,5,9,,
T,2023-02-23 07:41:11.999,46.79901623,8.27784604,32.00,1210.381,,3.798,209,5,9,,
T,2023-02-23 07:41:12.999,46.79898292,8.27782810,32.00,1211.303,,3.718,209,5,9,,
T,2023-02-23 07:41:13.999,46.79895078,8.27780983,32.00,1212.059,,3.733,209,5,9,,
T,2023-02-23 07:41:14.999,46.79891792,8.27779255,32.00,1212.784,,3.769,209,5,9,,
T,2023-02-23 07:41:15.999,46.79888590,8.27777238,32.00,1213.361,,3.839,209,5,9,,
T,2023-02-23 07:41:16.999,46.79884749,8.27773856,24.00,1214.633,,3.952,209,6,9,,
T,2023-02-23 07:41:17.999,46.79881210,8.27770793,24.00,1215.863,,3.831,209,6,9,,
T,2023-02-23 07:41:18.999,46.79877742,8.27768263,24.00,1216.955,,3.741,208,6,9,,
T,2023-02-23 07:41:19.999,46.79874186,8.27766105,24.00,1218.626,,3.717,206,6,9,,
T,2023-02-23 07:41:20.999,46.79871024,8.27766751,24.00,1220.900,,3.585,198,7,9,,
T,2023-02-23 07:41:21.999,46.79867878,8.27765488,24.00,1222.246,,3.693,197,7,9,,
T,2023-02-23 07:41:22.999,46.79864876,8.27765819,24.00,1225.146,,3.780,196,7,9,,
T,2023-02-23 07:41:23.999,46.79861980,8.27765809,24.00,1226.231,,3.766,197,7,9,,
T,2023-02-23 07:41:24.999,46.79858687,8.27765110,16.00,1228.502,,3.712,193,8,9,,
T,2023-02-23 07:41:25.999,46.79854406,8.27764247,16.00,1231.122,,3.762,192,8,9,,
T,2023-02-23 07:41:26.999,46.79850013,8.27762561,16.00,1233.485,,3.646,195,7,9,,
T,2023-02-23 07:41:27.999,46.79846792,8.27760711,16.00,1235.788,,3.648,195,8,9,,
T,2023-02-23 07:41:28.999,46.79844087,8.27758055,12.00,1239.923,,3.741,194,8,9,,
T,2023-02-23 07:41:29.999,46.79840785,8.27757130,12.00,1242.279,,4.042,194,8,9,,
T,2023-02-23 07:41:30.999,46.79836932,8.27756163,12.00,1244.594,,4.069,202,8,9,,
T,2023-02-23 07:41:31.999,46.79833776,8.27755900,12.00,1247.301,,3.664,199,9,10,,
T,2023-02-23 07:41:32.999,46.79830332,8.27754306,12.00,1253.002,,3.656,194,9,10,,
T,2023-02-23 07:41:33.999,46.79826826,8.27753587,12.00,1256.967,,3.591,194,9,10,,
T,2023-02-23 07:41:34.999,46.79823572,8.27752810,12.00,1260.496,,3.592,195,9,10,,
T,2023-02-23 07:41:35.999,46.79820288,8.27752988,12.00,1264.200,,3.661,193,9,10,,
T,2023-02-23 07:41:36.999,46.79816196,8.27752797,8.00,1268.331,,3.790,196,9,10,,
T,2023-02-23 07:41:37.999,46.79812402,8.27752078,8.00,1271.897,,3.728,196,9,11,,
T,2023-02-23 07:41:38.999,46.79808738,8.27752170,8.00,1275.574,,3.659,194,9,11,,
T,2023-02-23 07:41:39.999,46.79805353,8.27751531,8.00,1278.594,,3.623,194,9,11,,
T,2023-02-23 07:41:40.999,46.79801918,8.27751365,8.00,1282.201,,3.594,195,9,11,,
T,2023-02-23 07:41:41.999,46.79798255,8.27750508,8.00,1285.229,,3.636,195,9,11,,
T,2023-02-23 07:41:42.999,46.79795074,8.27749359,8.00,1287.643,,3.700,194,9,11,,
T,2023-02-23 07:41:43.999,46.79791879,8.27748253,8.00,1290.011,,3.660,195,9,11,,
T,2023-02-23 07:41:44.999,46.79788825,8.27747013,8.00,1292.155,,3.641,195,9,11,,
T,2023-02-23 07:41:45.999,46.79785520,8.27746486,8.00,1294.863,,3.603,194,9,11,,
T,2023-02-23 07:41:46.999,46.79782342,8.27746054,8.00,1297.694,,3.628,194,9,11,,
T,2023-02-23 07:41:47.999,46.79779060,8.27745326,8.00,1300.368,,3.641,196,9,11,,
T,2023-02-23 07:41:48.999,46.79775841,8.27744681,8.00,1303.070,,3.642,195,9,11,,
T,2023-02-23 07:41:49.999,46.79772579,8.27744112,8.00,1305.540,,3.627,194,9,11,,
T,2023-02-23 07:41:50.999,46.79769361,8.27743334,8.00,1308.003,,3.554,195,9,11,,
T,2023-02-23 07:41:51.999,46.79766276,8.27742442,8.00,1310.600,,3.498,195,9,11,,
T,2023-02-23 07:41:52.999,46.79763309,8.27741552,8.00,1313.014,,3.460,194,9,11,,
T,2023-02-23 07:41:53.999,46.79760425,8.27740569,8.00,1315.248,,3.513,195,9,11,,
T,2023-02-23 07:41:54.999,46.79757142,8.27739771,8.00,1317.525,,3.620,195,9,11,,
T,2023-02-23 07:41:55.999,46.79754016,8.27739046,8.00,1319.881,,3.651,194,9,11,,
T,2023-02-23 07:41:56.999,46.79750760,8.27737942,8.00,1321.840,,3.630,195,9,11,,
T,2023-02-23 07:41:57.999,46.79747690,8.27736800,8.00,1324.095,,3.558,196,9,12,,
T,2023-02-23 07:41:58.999,46.79744664,8.27735726,8.00,1326.216,,3.472,196,9,12,,
T,2023-02-23 07:41:59.999,46.79741599,8.27734717,8.00,1328.521,,3.580,194,9,12,,
T,2023-02-23 07:42:00.999,46.79738564,8.27733269,6.00,1328.384,,3.680,194,9,12,,
T,2023-02-23 07:42:01.999,46.79735406,8.27731514,6.00,1329.887,,3.579,195,10,12,,
T,2023-02-23 07:42:02.999,46.79732138,8.27730410,6.00,1332.235,,3.565,194,10,12,,
T,2023-02-23 07:42:03.999,46.79729014,8.27729180,6.00,1334.489,,3.570,195,9,12,,
T,2023-02-23 07:42:04.999,46.79725891,8.27727792,6.00,1336.629,,3.479,195,10,12,,
T,2023-02-23 07:42:05.999,46.79722588,8.27726586,6.00,1338.903,,3.476,195,10,12,,
T,2023-02-23 07:42:06.999,46.79719610,8.27725392,6.00,1340.600,,3.072,197,10,12,,
T,2023-02-23 07:42:07.999,46.79716714,8.27724420,6.00,1341.729,,3.443,195,10,12,,
T,2023-02-23 07:42:08.999,46.79713385,8.27723498,6.00,1344.856,,3.556,195,10,12,,
T,2023-02-23 07:42:09.999,46.79710231,8.27722766,6.00,1347.805,,3.631,192,10,12,,
T,2023-02-23 07:42:10.999,46.79706872,8.27721668,6.00,1350.069,,3.512,194,10,12,,
T,2023-02-23 07:42:11.999,46.79703880,8.27720489,6.00,1352.237,,3.482,196,10,12,,
T,2023-02-23 07:42:12.999,46.79700777,8.27719320,6.00,1354.216,,3.397,195,10,12,,
T,2023-02-23 07:42:13.999,46.79697599,8.27718217,6.00,1356.702,,3.446,194,10,12,,
T,2023-02-23 07:42:14.999,46.79694507,8.27717118,6.00,1359.054,,3.483,194,10,12,,
T,2023-02-23 07:42:15.999,46.79691517,8.27716186,6.00,1361.403,,3.481,195,10,12,,
T,2023-02-23 07:42:16.999,46.79688688,8.27715208,6.00,1363.706,,3.489,195,10,12,,
T,2023-02-23 07:42:17.999,46.79685802,8.27714180,6.00,1365.955,,3.464,195,10,12,,
T,2023-02-23 07:42:18.999,46.79682783,8.27713108,6.00,1368.830,,3.620,194,10,12,,
T,2023-02-23 07:42:19.999,46.79679819,8.27711996,6.00,1370.787,,3.461,194,10,12,,
T,2023-02-23 07:42:20.999,46.79676526,8.27710713,6.00,1372.453,,3.809,195,8,12,,
T,2023-02-23 07:42:21.999,46.79672832,8.27709514,6.00,1374.207,,4.101,194,10,12,,
T,2023-02-23 07:42:22.999,46.79669682,8.27708067,6.00,1376.719,,3.626,199,9,12,,
T,2023-02-23 07:42:23.999,46.79666710,8.27706806,6.00,1376.192,,3.475,197,10,11,,
T,2023-02-23 07:42:24.999,46.79663774,8.27705556,6.00,1375.963,,3.647,199,10,11,,
T,2023-02-23 07:42:25.999,46.79660242,8.27704458,6.00,1377.441,,4.368,195,10,11,,
T,2023-02-23 07:42:26.999,46.79656311,8.27702957,6.00,1378.349,,4.176,194,10,11,,
T,2023-02-23 07:42:27.999,46.79652837,8.27701771,6.00,1378.988,,3.781,194,9,11,,
T,2023-02-23 07:42:28.999,46.79649449,8.27700708,6.00,1380.545,,3.976,195,10,11,,
T,2023-02-23 07:42:29.999,46.79645808,8.27699512,6.00,1382.079,,4.140,195,10,11,,
T,2023-02-23 07:42:30.999,46.79642350,8.27698463,6.00,1383.482,,3.898,194,9,11,,
T,2023-02-23 07:42:31.999,46.79638996,8.27697249,6.00,1384.734,,3.760,195,10,11,,
T,2023-02-23 07:42:32.999,46.79635775,8.27695946,6.00,1386.048,,3.924,196,10,11,,
T,2023-02-23 07:42:33.999,46.79632246,8.27694771,6.00,1387.332,,3.917,195,10,11,,
T,2023-02-23 07:42:34.999,46.79629180,8.27693624,6.00,1388.595,,3.914,194,10,11,,
T,2023-02-23 07:42:35.999,46.79625871,8.27692422,6.00,1389.846,,3.918,194,10,11,,
T,2023-02-23 07:42:36.999,46.79622467,8.27691118,6.00,1391.239,,3.949,195,10,11,,
T,2023-02-23 07:42:37.999,46.79618961,8.27689794,6.00,1392.504,,3.875,195,10,11,,
T,2023-02-23 07:42:38.999,46.79615650,8.27688601,6.00,1393.821,,3.844,195,10,11,,
T,2023-02-23 07:42:39.999,46.79612358,8.27687406,6.00,1395.085,,3.830,194,10,11,,
T,2023-02-23 07:42:40.999,46.79609029,8.27686237,6.00,1396.438,,3.828,194,10,11,,
T,2023-02-23 07:42:41.999,46.79605683,8.27684891,6.00,1397.739,,3.865,195,10,11,,
T,2023-02-23 07:42:42.999,46.79602154,8.27683619,6.00,1399.058,,3.873,195,10,11,,
T,2023-02-23 07:42:43.999,46.79598886,8.27682469,6.00,1400.418,,3.843,194,10,11,,
T,2023-02-23 07:42:44.999,46.79595662,8.27681218,6.00,1401.767,,3.856,194,10,11,,
T,2023-02-23 07:42:45.999,46.79592327,8.27679848,6.00,1403.126,,3.793,196,10,11,,
T,2023-02-23 07:42:46.999,46.79589072,8.27678545,6.00,1404.509,,3.813,195,10,11,,
T,2023-02-23 07:42:47.999,46.79585838,8.27677286,6.00,1405.894,,3.819,195,10,11,,
T,2023-02-23 07:42:48.999,46.79582443,8.27676103,6.00,1407.234,,3.845,194,10,11,,
T,2023-02-23 07:42:49.999,46.79579133,8.27674824,6.00,1408.440,,3.841,194,10,11,,
T,2023-02-23 07:42:50.999,46.79575932,8.27673537,6.00,1409.972,,3.838,195,10,11,,
T,2023-02-23 07:42:51.999,46.79572652,8.27672208,6.00,1411.392,,3.845,195,10,12,,
T,2023-02-23 07:42:52.999,46.79569404,8.27671016,6.00,1412.858,,3.819,194,9,12,,
T,2023-02-23 07:42:53.999,46.79566041,8.27669701,6.00,1414.355,,3.782,195,9,12,,
T,2023-02-23 07:42:54.999,46.79562716,8.27668394,6.00,1415.873,,3.809,195,10,12,,
T,2023-02-23 07:42:55.999,46.79559459,8.27667144,6.00,1417.286,,3.746,194,10,12,,
T,2023-02-23 07:42:56.999,46.79556185,8.27665932,6.00,1416.900,,3.941,194,10,12,,
T,2023-02-23 07:42:57.999,46.79552331,8.27664352,6.00,1417.843,,4.243,195,10,12,,
T,2023-02-23 07:42:58.999,46.79548720,8.27662880,6.00,1418.966,,4.183,196,10,12,,
T,2023-02-23 07:42:59.999,46.79545568,8.27661667,6.00,1419.876,,3.873,195,10,12,,
T,2023-02-23 07:43:00.999,46.79542199,8.27660456,6.00,1420.890,,3.900,194,10,12,,
T,2023-02-23 07:43:01.999,46.79538664,8.27659201,6.00,1421.747,,4.017,194,10,12,,
T,2023-02-23 07:43:02.999,46.79535138,8.27657846,6.00,1422.761,,3.991,195,10,12,,
T,2023-02-23 07:43:03.999,46.79531576,8.27656566,6.00,1423.676,,4.025,195,10,12,,
T,2023-02-23 07:43:04.999,46.79528187,8.27655365,6.00,1424.612,,3.999,194,10,12,,
T,2023-02-23 07:43:05.999,46.79524465,8.27654124,6.00,1425.756,,3.977,194,9,12,,
T,2023-02-23 07:43:06.999,46.79520949,8.27652915,6.00,1426.702,,3.948,195,10,12,,
T,2023-02-23 07:43:07.999,46.79517420,8.27651561,6.00,1427.741,,3.975,195,10,12,,
T,2023-02-23 07:43:08.999,46.79513874,8.27650275,6.00,1428.762,,3.971,195,10,12,,
T,2023-02-23 07:43:09.999,46.79510300,8.27649010,6.00,1429.624,,3.988,194,9,12,,
T,2023-02-23 07:43:10.999,46.79506778,8.27647694,6.00,1430.548,,3.997,194,10,12,,
T,2023-02-23 07:43:11.999,46.79503351,8.27646364,6.00,1431.609,,3.961,195,10,12,,
T,2023-02-23 07:43:12.999,46.79499917,8.27645021,6.00,1432.673,,3.941,195,10,12,,
T,2023-02-23 07:43:13.999,46.79496418,8.27643768,6.00,1433.767,,3.999,194,10,12,,
T,2023-02-23 07:43:14.999,46.79492923,8.27642475,6.00,1434.798,,3.940,194,10,12,,
T,2023-02-23 07:43:15.999,46.79489377,8.27641127,6.00,1435.891,,3.935,195,10,12,,
T,2023-02-23 07:43:16.999,46.79485867,8.27639680,6.00,1436.956,,3.918,195,10,12,,
T,2023-02-23 07:43:17.999,46.79482442,8.27638301,6.00,1438.057,,3.922,195,10,12,,
T,2023-02-23 07:43:18.999,46.79479059,8.27637075,6.00,1439.217,,3.919,194,10,12,,
T,2023-02-23 07:43:19.999,46.79475595,8.27635822,6.00,1440.411,,3.925,194,10,12,,
T,2023-02-23 07:43:20.999,46.79472164,8.27634522,6.00,1441.517,,3.904,195,10,12,,
T,2023-02-23 07:43:21.999,46.79468738,8.27633217,6.00,1441.598,,3.963,195,10,12,,
T,2023-02-23 07:43:22.999,46.79465443,8.27631938,6.00,1441.926,,4.034,195,9,12,,
T,2023-02-23 07:43:23.999,46.79461990,8.27630589,6.00,1442.610,,3.803,195,10,12,,
T,2023-02-23 07:43:24.999,46.79458636,8.27629198,6.00,1444.276,,3.878,195,10,12,,
T,2023-02-23 07:43:25.999,46.79455489,8.27627719,6.00,1444.713,,3.662,196,10,12,,
T,2023-02-23 07:43:26.999,46.79452127,8.27626382,6.00,1446.374,,3.887,195,9,12,,
T,2023-02-23 07:43:27.999,46.79448681,8.27625072,6.00,1447.936,,3.894,194,10,13,,
T,2023-02-23 07:43:28.999,46.79445370,8.27623788,6.00,1449.389,,3.944,195,9,13,,
T,2023-02-23 07:43:29.999,46.79441898,8.27622280,6.00,1450.815,,3.851,195,10,13,,
T,2023-02-23 07:43:30.999,46.79439039,8.27621001,6.00,1452.194,,3.876,195,10,13,,
T,2023-02-23 07:43:31.999,46.79435677,8.27619805,6.00,1453.482,,3.843,194,9,14,,
T,2023-02-23 07:43:32.999,46.79432444,8.27618769,6.00,1453.798,,3.907,196,10,14,,
T,2023-02-23 07:43:33.999,46.79428781,8.27617342,6.00,1454.485,,4.106,196,10,14,,
T,2023-02-23 07:43:34.999,46.79424784,8.27615662,6.00,1455.274,,4.285,195,9,14,,
T,2023-02-23 07:43:35.999,46.79421131,8.27614181,6.00,1455.625,,4.066,192,10,14,,
T,2023-02-23 07:43:36.999,46.79417652,8.27612950,8.00,1456.379,,3.959,194,10,14,,
T,2023-02-23 07:43:37.999,46.79414092,8.27611582,8.00,1457.081,,3.925,195,10,14,,
T,2023-02-23 07:43:38.999,46.79410541,8.27610248,8.00,1457.620,,4.003,195,10,14,,
T,2023-02-23 07:43:39.999,46.79407368,8.27608826,6.00,1458.352,,4.070,195,10,14,,
T,2023-02-23 07:43:40.999,46.79404081,8.27607596,6.00,1458.920,,4.103,194,10,14,,
T,2023-02-23 07:43:41.999,46.79400781,8.27606277,6.00,1459.137,,3.865,195,10,13,,
