type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-01-07 09:12:58.999,47.21558749,10.13719568,4.00,1675.434,,2.398,211,8,8,,
T,2023-01-07 09:12:59.999,47.21556137,10.13717216,4.00,1675.888,,2.748,213,7,8,,
T,2023-01-07 09:13:00.999,47.21553026,10.13714160,4.00,1675.919,,3.150,213,7,8,,
T,2023-01-07 09:13:01.999,47.21549539,10.13710032,4.00,1674.925,,3.583,220,7,8,,
T,2023-01-07 09:13:02.999,47.21545831,10.13705280,4.00,1674.497,,3.962,224,7,8,,
T,2023-01-07 09:13:03.999,47.21542458,10.13699684,4.00,1674.590,,4.264,231,8,8,,
T,2023-01-07 09:13:04.999,47.21538652,10.13692805,4.00,1673.740,,4.635,222,7,8,,
T,2023-01-07 09:13:05.999,47.21534024,10.13686443,4.00,1673.735,,4.976,225,7,8,,
T,2023-01-07 09:13:06.999,47.21528864,10.13679365,6.00,1673.087,,5.354,221,7,8,,
T,2023-01-07 09:13:07.999,47.21522954,10.13672153,6.00,1673.449,,8.496,218,7,8,,
T,2023-01-07 09:13:08.999,47.21516448,10.13665441,8.00,1673.042,,9.237,199,6,8,,
T,2023-01-07 09:13:09.999,47.21508099,10.13660615,8.00,1671.547,,9.222,205,6,8,,
T,2023-01-07 09:13:10.999,47.21500042,10.13655870,8.00,1672.030,,9.973,189,5,8,,
T,2023-01-07 09:13:11.999,47.21490613,10.13653467,16.00,1671.242,,9.524,183,4,8,,
T,2023-01-07 09:13:12.999,47.21481765,10.13651903,8.00,1671.298,,8.458,186,6,8,,
T,2023-01-07 09:13:13.999,47.21473222,10.13650077,8.00,1670.414,,9.235,186,6,8,,
T,2023-01-07 09:13:14.999,47.21463914,10.13648107,12.00,1670.618,,9.827,185,5,8,,
T,2023-01-07 09:13:15.999,47.21454348,10.13646435,12.00,1670.592,,10.085,186,5,8,,
T,2023-01-07 09:13:16.999,47.21444946,10.13644290,12.00,1670.464,,9.888,195,5,8,,
T,2023-01-07 09:13:17.999,47.21435959,10.13640345,12.00,1670.412,,10.073,196,5,8,,
T,2023-01-07 09:13:18.999,47.21425906,10.13636058,12.00,1670.259,,11.429,184,5,8,,
T,2023-01-07 09:13:19.999,47.21414781,10.13633839,12.00,1669.781,,10.883,196,5,8,,
T,2023-01-07 09:13:20.999,47.21404443,10.13629750,8.00,1670.388,,11.122,214,6,8,,
T,2023-01-07 09:13:21.999,47.21395790,10.13622806,8.00,1668.553,,11.011,191,7,8,,
T,2023-01-07 09:13:22.999,47.21386081,10.13620260,8.00,1666.085,,9.796,218,6,8,,
T,2023-01-07 09:13:23.999,47.21378107,10.13612916,8.00,1664.981,,10.800,200,7,8,,
T,2023-01-07 09:13:24.999,47.21368386,10.13608568,8.00,1662.689,,10.885,186,6,8,,
T,2023-01-07 09:13:25.999,47.21357882,10.13607790,8.00,1661.963,,10.958,189,6,8,,
T,2023-01-07 09:13:26.999,47.21347715,10.13606151,8.00,1660.704,,13.267,199,7,8,,
T,2023-01-07 09:13:27.999,47.21336633,10.13600156,8.00,1659.500,,12.355,194,6,8,,
T,2023-01-07 09:13:28.999,47.21325294,10.13597092,8.00,1660.933,,12.296,167,6,8,,
T,2023-01-07 09:13:29.999,47.21313178,10.13600995,8.00,1661.216,,11.805,187,5,8,,
T,2023-01-07 09:13:30.999,47.21301156,10.13599665,8.00,1661.725,,9.672,173,5,9,,
T,2023-01-07 09:13:31.999,47.21292890,10.13603492,8.00,1659.829,,9.052,127,5,8,,
T,2023-01-07 09:13:32.999,47.21287521,10.13612663,8.00,1659.858,,9.290,172,7,8,,
T,2023-01-07 09:13:33.999,47.21278236,10.13613785,8.00,1659.312,,9.166,183,6,8,,
T,2023-01-07 09:13:34.999,47.21269042,10.13612842,8.00,1660.374,,8.443,154,6,8,,
T,2023-01-07 09:13:35.999,47.21262351,10.13618180,12.00,1657.885,,11.487,155,5,8,,
T,2023-01-07 09:13:36.999,47.21253863,10.13625404,8.00,1653.674,,10.922,153,7,8,,
T,2023-01-07 09:13:37.999,47.21244704,10.13633542,8.00,1649.780,,10.867,143,8,8,,
T,2023-01-07 09:13:38.999,47.21235804,10.13643640,8.00,1646.095,,11.654,159,8,8,,
T,2023-01-07 09:13:39.999,47.21225186,10.13650443,8.00,1643.228,,11.905,134,7,8,,
T,2023-01-07 09:13:40.999,47.21217819,10.13663453,6.00,1640.834,,11.622,128,7,8,,
T,2023-01-07 09:13:41.999,47.21210691,10.13676515,6.00,1636.777,,13.167,140,7,8,,
T,2023-01-07 09:13:42.999,47.21201937,10.13689691,6.00,1632.293,,12.543,122,8,8,,
T,2023-01-07 09:13:43.999,47.21195537,10.13705395,6.00,1628.557,,13.242,138,8,8,,
T,2023-01-07 09:13:44.999,47.21187987,10.13719865,6.00,1621.981,,13.240,126,8,8,,
T,2023-01-07 09:13:45.999,47.21181057,10.13734794,6.00,1619.211,,12.838,121,8,8,,
T,2023-01-07 09:13:46.999,47.21174655,10.13749239,6.00,1617.098,,13.446,138,7,8,,
T,2023-01-07 09:13:47.999,47.21165472,10.13760216,6.00,1615.491,,11.706,124,7,8,,
T,2023-01-07 09:13:48.999,47.21159627,10.13774078,6.00,1613.285,,12.409,123,7,8,,
T,2023-01-07 09:13:49.999,47.21153080,10.13788653,6.00,1608.781,,13.616,134,8,8,,
T,2023-01-07 09:13:50.999,47.21144462,10.13801892,8.00,1606.308,,12.373,123,7,8,,
T,2023-01-07 09:13:51.999,47.21138447,10.13817517,8.00,1601.574,,12.422,120,8,8,,
T,2023-01-07 09:13:52.999,47.21132519,10.13830593,8.00,1598.306,,10.588,133,6,8,,
T,2023-01-07 09:13:53.999,47.21126239,10.13839594,8.00,1595.179,,9.625,163,8,8,,
T,2023-01-07 09:13:54.999,47.21117614,10.13842722,6.00,1593.610,,9.799,141,7,8,,
T,2023-01-07 09:13:55.999,47.21111110,10.13850012,6.00,1592.195,,7.923,127,7,8,,
T,2023-01-07 09:13:56.999,47.21107304,10.13859266,6.00,1589.090,,8.653,110,8,8,,
T,2023-01-07 09:13:57.999,47.21105118,10.13872871,6.00,1582.834,,8.723,123,8,8,,
T,2023-01-07 09:13:58.999,47.21100586,10.13883670,8.00,1579.254,,9.726,186,6,8,,
T,2023-01-07 09:13:59.999,47.21091803,10.13881722,16.00,1586.480,,9.639,140,5,8,,
T,2023-01-07 09:14:00.999,47.21085336,10.13891703,12.00,1585.038,,10.207,150,5,8,,
T,2023-01-07 09:14:01.999,47.21077254,10.13898352,8.00,1584.332,,12.579,161,6,8,,
T,2023-01-07 09:14:02.999,47.21067266,10.13903380,8.00,1584.170,,9.554,136,5,8,,
T,2023-01-07 09:14:03.999,47.21058995,10.13911134,8.00,1580.447,,9.992,113,4,8,,
T,2023-01-07 09:14:04.999,47.21054921,10.13923590,8.00,1578.693,,9.274,117,5,8,,
T,2023-01-07 09:14:05.999,47.21051044,10.13934243,12.00,1576.621,,9.034,184,5,8,,
T,2023-01-07 09:14:06.999,47.21044694,10.13932663,12.00,1575.216,,5.423,175,6,8,,
T,2023-01-07 09:14:07.999,47.21039165,10.13934254,8.00,1574.030,,7.927,180,6,8,,
T,2023-01-07 09:14:08.999,47.21031630,10.13935634,8.00,1573.476,,8.220,156,5,8,,
T,2023-01-07 09:14:09.999,47.21026924,10.13944672,8.00,1570.202,,6.005,130,7,8,,
T,2023-01-07 09:14:10.999,47.21024290,10.13954036,8.00,1566.407,,6.254,95,5,8,,
T,2023-01-07 09:14:11.999,47.21024413,10.13964576,8.00,1562.981,,5.670,125,5,8,,
T,2023-01-07 09:14:12.999,47.21020337,10.13971865,8.00,1558.877,,8.833,143,7,8,,
T,2023-01-07 09:14:13.999,47.21013958,10.13977857,24.00,1555.606,,7.486,124,4,8,,
T,2023-01-07 09:14:14.999,47.21009498,10.13984720,8.00,1555.159,,7.576,131,6,8,,
T,2023-01-07 09:14:15.999,47.21004088,10.13992858,8.00,1551.224,,8.737,143,7,8,,
T,2023-01-07 09:14:16.999,47.20997470,10.14000722,8.00,1548.284,,7.659,110,7,8,,
T,2023-01-07 09:14:17.999,47.20992865,10.14013209,8.00,1543.449,,10.118,127,6,8,,
T,2023-01-07 09:14:18.999,47.20986086,10.14027864,8.00,1538.287,,12.117,136,7,8,,
T,2023-01-07 09:14:19.999,47.20976438,10.14039984,8.00,1537.736,,13.685,138,6,8,,
T,2023-01-07 09:14:20.999,47.20965638,10.14053863,8.00,1534.464,,13.296,130,6,8,,
T,2023-01-07 09:14:21.999,47.20957637,10.14070119,8.00,1531.207,,11.723,112,7,8,,
T,2023-01-07 09:14:22.999,47.20953621,10.14084588,8.00,1529.551,,10.294,114,6,8,,
T,2023-01-07 09:14:23.999,47.20949668,10.14095864,8.00,1529.007,,7.744,131,6,8,,
T,2023-01-07 09:14:24.999,47.20945344,10.14104938,8.00,1524.592,,6.490,118,7,8,,
T,2023-01-07 09:14:25.999,47.20943446,10.14113395,8.00,1521.740,,5.507,111,7,8,,
T,2023-01-07 09:14:26.999,47.20942226,10.14123467,6.00,1517.643,,5.341,125,7,8,,
T,2023-01-07 09:14:27.999,47.20940767,10.14132071,6.00,1512.893,,2.209,122,7,8,,
T,2023-01-07 09:14:28.999,47.20940301,10.14135473,6.00,1511.019,,1.119,114,7,8,,
T,2023-01-07 09:14:29.999,47.20939967,10.14137541,6.00,1510.078,,0.707,111,7,8,,
T,2023-01-07 09:14:30.999,47.20939987,10.14139703,8.00,1507.000,,0.733,105,7,8,,
T,2023-01-07 09:14:31.999,47.20940106,10.14140939,8.00,1504.502,,0.907,100,7,8,,
T,2023-01-07 09:14:32.999,47.20939941,10.14141363,8.00,1502.985,,0.547,108,7,8,,
T,2023-01-07 09:14:33.999,47.20939941,10.14141363,8.00,1502.477,,0.000,,7,8,,
T,2023-01-07 09:14:34.999,47.20939941,10.14141363,6.00,1502.078,,0.000,,7,8,,
T,2023-01-07 09:14:35.999,47.20939941,10.14141363,6.00,1502.450,,0.000,,7,8,,
T,2023-01-07 09:14:36.999,47.20939941,10.14141363,6.00,1501.971,,0.000,,6,8,,
T,2023-01-07 09:14:37.999,47.20939719,10.14141191,6.00,1500.908,,0.631,117,7,8,,
T,2023-01-07 09:14:38.999,47.20939359,10.14141786,8.00,1500.910,,0.324,132,7,8,,
T,2023-01-07 09:14:39.999,47.20939275,10.14143121,8.00,1499.488,,1.145,120,7,8,,
T,2023-01-07 09:14:40.999,47.20939002,10.14145703,8.00,1499.161,,1.842,93,7,8,,
T,2023-01-07 09:14:41.999,47.20938287,10.14149231,8.00,1498.126,,2.467,140,7,8,,
T,2023-01-07 09:14:42.999,47.20936397,10.14151029,8.00,1496.482,,1.841,132,7,8,,
T,2023-01-07 09:14:43.999,47.20934758,10.14153138,8.00,1494.898,,2.153,127,7,8,,
T,2023-01-07 09:14:44.999,47.20932879,10.14155625,8.00,1492.377,,3.321,146,7,8,,
T,2023-01-07 09:14:45.999,47.20930343,10.14158239,8.00,1491.300,,2.002,141,7,8,,
T,2023-01-07 09:14:46.999,47.20928771,10.14160052,6.00,1490.163,,1.591,134,7,8,,
T,2023-01-07 09:14:47.999,47.20927565,10.14162142,6.00,1488.426,,1.401,143,7,8,,
T,2023-01-07 09:14:48.999,47.20926474,10.14163497,6.00,1487.987,,1.016,160,6,8,,
T,2023-01-07 09:14:49.999,47.20925782,10.14164172,6.00,1488.330,,0.804,162,7,8,,
T,2023-01-07 09:14:50.999,47.20925782,10.14164172,8.00,1488.470,,0.000,,7,8,,
T,2023-01-07 09:14:51.999,47.20925367,10.14164284,8.00,1487.384,,0.824,166,7,8,,
T,2023-01-07 09:14:52.999,47.20924717,10.14164333,8.00,1487.182,,0.348,170,7,8,,
T,2023-01-07 09:14:53.999,47.20924183,10.14164206,6.00,1486.751,,0.294,173,7,8,,
T,2023-01-07 09:14:54.999,47.20923809,10.14164154,6.00,1486.221,,0.744,165,7,8,,
T,2023-01-07 09:14:55.999,47.20922402,10.14164723,6.00,1485.449,,1.623,131,7,8,,
T,2023-01-07 09:14:56.999,47.20921500,10.14166910,6.00,1484.505,,2.360,84,7,8,,
T,2023-01-07 09:14:57.999,47.20921472,10.14170219,6.00,1483.803,,2.199,91,7,8,,
T,2023-01-07 09:14:58.999,47.20921677,10.14173655,6.00,1485.119,,2.611,84,6,8,,
T,2023-01-07 09:14:59.999,47.20921614,10.14178094,6.00,1483.850,,2.877,92,6,8,,
T,2023-01-07 09:15:00.999,47.20921305,10.14183057,6.00,1483.998,,3.019,97,7,8,,
T,2023-01-07 09:15:01.999,47.20920875,10.14187486,8.00,1483.877,,2.302,105,6,8,,
T,2023-01-07 09:15:02.999,47.20920011,10.14190702,8.00,1484.119,,1.457,119,6,8,,
T,2023-01-07 09:15:03.999,47.20919112,10.14192330,8.00,1484.237,,1.206,134,7,8,,
T,2023-01-07 09:15:04.999,47.20917835,10.14192557,8.00,1483.975,,0.619,163,6,8,,
T,2023-01-07 09:15:05.999,47.20916715,10.14192141,8.00,1483.965,,0.685,178,6,8,,
T,2023-01-07 09:15:06.999,47.20915622,10.14192096,8.00,1484.101,,1.312,182,6,8,,
T,2023-01-07 09:15:07.999,47.20914100,10.14192211,8.00,1483.410,,2.329,169,7,8,,
T,2023-01-07 09:15:08.999,47.20912127,10.14192405,8.00,1483.716,,1.598,184,6,8,,
T,2023-01-07 09:15:09.999,47.20910551,10.14192098,8.00,1484.805,,1.043,190,6,8,,
T,2023-01-07 09:15:10.999,47.20909336,10.14192266,8.00,1484.596,,1.353,166,7,8,,
T,2023-01-07 09:15:11.999,47.20907840,10.14193095,8.00,1483.831,,1.588,175,6,7,,
T,2023-01-07 09:15:12.999,47.20906115,10.14193602,8.00,1484.512,,1.240,178,6,7,,
T,2023-01-07 09:15:13.999,47.20904648,10.14194147,8.00,1484.882,,2.010,150,7,7,,
T,2023-01-07 09:15:14.999,47.20903147,10.14195857,8.00,1484.825,,0.798,145,7,7,,
T,2023-01-07 09:15:15.999,47.20902396,10.14197069,8.00,1485.059,,0.726,129,7,7,,
T,2023-01-07 09:15:16.999,47.20901325,10.14198055,8.00,1484.796,,1.511,171,6,7,,
T,2023-01-07 09:15:17.999,47.20899640,10.14198445,8.00,1486.769,,1.438,170,6,8,,
T,2023-01-07 09:15:18.999,47.20897622,10.14199259,8.00,1486.759,,2.463,180,6,8,,
T,2023-01-07 09:15:19.999,47.20895236,10.14199465,8.00,1486.728,,1.500,182,6,8,,
T,2023-01-07 09:15:20.999,47.20893387,10.14199681,8.00,1487.184,,2.556,176,7,8,,
T,2023-01-07 09:15:21.999,47.20891157,10.14199910,8.00,1487.424,,1.492,177,6,8,,
T,2023-01-07 09:15:22.999,47.20889883,10.14199989,8.00,1487.409,,0.737,178,6,8,,
T,2023-01-07 09:15:23.999,47.20889024,10.14199388,8.00,1488.660,,0.727,188,6,8,,
T,2023-01-07 09:15:24.999,47.20888049,10.14199053,8.00,1488.670,,1.601,188,6,8,,
T,2023-01-07 09:15:25.999,47.20886417,10.14198814,8.00,1488.568,,1.547,178,6,8,,
T,2023-01-07 09:15:26.999,47.20884867,10.14199195,8.00,1487.414,,1.582,180,6,8,,
T,2023-01-07 09:15:27.999,47.20883331,10.14199118,8.00,1487.547,,1.365,192,6,8,,
T,2023-01-07 09:15:28.999,47.20881566,10.14198210,8.00,1487.064,,4.190,224,6,8,,
T,2023-01-07 09:15:29.999,47.20879013,10.14195464,8.00,1488.715,,1.790,208,6,8,,
T,2023-01-07 09:15:30.999,47.20877733,10.14194805,8.00,1488.643,,1.367,199,6,8,,
T,2023-01-07 09:15:31.999,47.20876663,10.14194324,8.00,1489.443,,1.471,202,6,8,,
T,2023-01-07 09:15:32.999,47.20875552,10.14193819,8.00,1488.638,,1.468,209,6,8,,
T,2023-01-07 09:15:33.999,47.20874522,10.14193311,8.00,1488.269,,1.472,208,6,8,,
T,2023-01-07 09:15:34.999,47.20873360,10.14192365,8.00,1489.110,,1.123,214,6,9,,
T,2023-01-07 09:15:35.999,47.20872332,10.14191878,8.00,1488.965,,1.739,215,6,9,,
T,2023-01-07 09:15:36.999,47.20870872,10.14191031,8.00,1488.977,,1.581,205,6,9,,
T,2023-01-07 09:15:37.999,47.20869270,10.14190237,8.00,1489.729,,2.028,194,6,9,,
T,2023-01-07 09:15:38.999,47.20867481,10.14190035,12.00,1487.916,,1.156,202,5,8,,
T,2023-01-07 09:15:39.999,47.20866131,10.14189573,12.00,1488.107,,1.167,189,6,8,,
T,2023-01-07 09:15:40.999,47.20864913,10.14190117,12.00,1487.992,,1.474,160,5,8,,
T,2023-01-07 09:15:41.999,47.20863178,10.14190237,12.00,1487.994,,1.015,159,6,8,,
T,2023-01-07 09:15:42.999,47.20861561,10.14189854,12.00,1487.947,,1.887,179,6,8,,
T,2023-01-07 09:15:43.999,47.20859278,10.14188974,8.00,1488.257,,1.280,184,7,8,,
T,2023-01-07 09:15:44.999,47.20858070,10.14189190,8.00,1488.901,,0.887,177,6,8,,
T,2023-01-07 09:15:45.999,47.20857165,10.14189673,8.00,1487.880,,1.082,172,6,8,,
T,2023-01-07 09:15:46.999,47.20855995,10.14189796,8.00,1489.104,,1.837,191,6,8,,
T,2023-01-07 09:15:47.999,47.20854251,10.14189631,8.00,1487.258,,1.648,196,8,8,,
T,2023-01-07 09:15:48.999,47.20852725,10.14189082,8.00,1487.726,,1.258,188,8,8,,
T,2023-01-07 09:15:49.999,47.20851422,10.14188644,8.00,1487.784,,1.554,195,6,8,,
T,2023-01-07 09:15:50.999,47.20849748,10.14188325,8.00,1488.640,,2.476,186,6,8,,
T,2023-01-07 09:15:51.999,47.20847682,10.14188144,8.00,1488.471,,1.567,192,6,8,,
T,2023-01-07 09:15:52.999,47.20846507,10.14188470,8.00,1487.468,,1.265,191,6,8,,
T,2023-01-07 09:15:53.999,47.20845225,10.14187959,8.00,1489.220,,0.887,187,6,8,,
T,2023-01-07 09:15:54.999,47.20844197,10.14188323,8.00,1488.372,,1.483,178,6,8,,
T,2023-01-07 09:15:55.999,47.20842838,10.14188964,12.00,1487.685,,0.680,172,6,8,,
T,2023-01-07 09:15:56.999,47.20841657,10.14188970,12.00,1487.889,,1.997,172,6,8,,
T,2023-01-07 09:15:57.999,47.20839696,10.14190043,12.00,1486.041,,2.329,170,6,8,,
T,2023-01-07 09:15:58.999,47.20837803,10.14190789,12.00,1485.680,,1.159,167,6,8,,
T,2023-01-07 09:15:59.999,47.20836438,10.14190270,12.00,1486.820,,1.761,176,6,8,,
T,2023-01-07 09:16:00.999,47.20835090,10.14189597,12.00,1486.385,,0.353,184,6,8,,
T,2023-01-07 09:16:01.999,47.20834851,10.14190660,12.00,1485.268,,1.152,162,6,8,,
T,2023-01-07 09:16:02.999,47.20833308,10.14190130,12.00,1487.191,,1.524,171,6,8,,
T,2023-01-07 09:16:03.999,47.20831391,10.14189427,12.00,1489.152,,1.262,183,6,8,,
T,2023-01-07 09:16:04.999,47.20829677,10.14188873,12.00,1490.251,,1.046,194,6,8,,
T,2023-01-07 09:16:05.999,47.20828059,10.14188336,12.00,1489.560,,2.695,194,5,8,,
T,2023-01-07 09:16:06.999,47.20825518,10.14186840,12.00,1489.745,,1.671,198,6,8,,
T,2023-01-07 09:16:07.999,47.20824031,10.14186046,12.00,1490.137,,1.351,191,5,8,,
T,2023-01-07 09:16:08.999,47.20822878,10.14185446,12.00,1490.332,,0.997,194,6,8,,
T,2023-01-07 09:16:09.999,47.20822071,10.14184748,12.00,1490.034,,0.856,205,6,8,,
T,2023-01-07 09:16:10.999,47.20821315,10.14184171,12.00,1491.389,,1.045,191,6,8,,
T,2023-01-07 09:16:11.999,47.20820237,10.14183848,12.00,1491.794,,1.368,170,6,8,,
T,2023-01-07 09:16:12.999,47.20819050,10.14183528,12.00,1491.536,,0.904,155,6,8,,
T,2023-01-07 09:16:13.999,47.20817872,10.14183410,12.00,1490.825,,2.267,202,6,8,,
T,2023-01-07 09:16:14.999,47.20815657,10.14182871,12.00,1490.834,,1.924,189,6,8,,
T,2023-01-07 09:16:15.999,47.20813884,10.14182703,8.00,1491.814,,1.483,192,6,8,,
T,2023-01-07 09:16:16.999,47.20812593,10.14183189,8.00,1491.357,,1.254,151,6,8,,
T,2023-01-07 09:16:17.999,47.20811439,10.14184540,8.00,1491.342,,1.693,154,6,8,,
T,2023-01-07 09:16:18.999,47.20809958,10.14185902,8.00,1491.575,,1.267,151,6,8,,
T,2023-01-07 09:16:19.999,47.20808920,10.14187416,8.00,1490.690,,1.341,132,6,8,,
T,2023-01-07 09:16:20.999,47.20807738,10.14189145,8.00,1490.674,,1.818,139,6,8,,
T,2023-01-07 09:16:21.999,47.20806268,10.14191050,8.00,1490.062,,1.323,149,6,8,,
T,2023-01-07 09:16:22.999,47.20805104,10.14192504,8.00,1489.157,,1.552,132,6,8,,
T,2023-01-07 09:16:23.999,47.20803873,10.14194641,8.00,1488.079,,1.304,130,6,8,,
T,2023-01-07 09:16:24.999,47.20802700,10.14196055,8.00,1488.096,,1.158,142,6,9,,
T,2023-01-07 09:16:25.999,47.20801494,10.14196764,6.00,1488.263,,1.056,160,7,8,,
T,2023-01-07 09:16:26.999,47.20800442,10.14197290,6.00,1489.036,,1.157,137,7,8,,
T,2023-01-07 09:16:27.999,47.20799483,10.14198313,6.00,1489.704,,1.427,135,7,8,,
T,2023-01-07 09:16:28.999,47.20798445,10.14199980,8.00,1489.599,,1.746,133,6,8,,
T,2023-01-07 09:16:29.999,47.20797563,10.14202060,8.00,1489.242,,0.742,114,6,8,,
T,2023-01-07 09:16:30.999,47.20796717,10.14203516,8.00,1486.959,,0.828,146,6,8,,
T,2023-01-07 09:16:31.999,47.20795841,10.14204107,8.00,1488.008,,1.890,145,6,8,,
T,2023-01-07 09:16:32.999,47.20794463,10.14205542,8.00,1488.467,,0.482,141,6,8,,
T,2023-01-07 09:16:33.999,47.20793930,10.14206174,8.00,1488.764,,0.973,138,6,8,,
T,2023-01-07 09:16:34.999,47.20793192,10.14207315,8.00,1489.395,,1.146,131,6,8,,
T,2023-01-07 09:16:35.999,47.20792533,10.14209095,8.00,1489.338,,1.074,125,6,8,,
T,2023-01-07 09:16:36.999,47.20791533,10.14210463,8.00,1489.216,,0.940,143,6,8,,
T,2023-01-07 09:16:37.999,47.20790898,10.14210588,8.00,1493.524,,0.661,144,6,8,,
T,2023-01-07 09:16:38.999,47.20790304,10.14211209,8.00,1493.689,,0.726,148,5,8,,
T,2023-01-07 09:16:39.999,47.20789625,10.14211814,12.00,1493.681,,0.547,155,5,8,,
T,2023-01-07 09:16:40.999,47.20789625,10.14211814,48.00,1493.637,,0.000,,4,8,,
T,2023-01-07 09:16:41.999,47.20787922,10.14212926,12.00,1493.650,,1.190,160,4,7,,
T,2023-01-07 09:16:42.999,47.20786348,10.14213987,24.00,1493.684,,1.283,162,4,8,,
T,2023-01-07 09:19:54.999,47.20782594,10.14258105,16.00,1492.178,,0.000,,8,10,,
T,2023-01-07 09:19:55.999,47.20782594,10.14258105,12.00,1490.685,,0.000,,8,10,,
T,2023-01-07 09:19:56.999,47.20782594,10.14258105,12.00,1492.346,,0.000,,8,10,,
T,2023-01-07 09:19:57.999,47.20782594,10.14258105,12.00,1492.558,,0.000,,8,10,,
T,2023-01-07 09:19:58.999,47.20782594,10.14258105,12.00,1492.829,,0.000,,7,10,,
T,2023-01-07 09:19:59.999,47.20782594,10.14258105,12.00,1492.801,,0.000,,7,10,,
T,2023-01-07 09:20:00.999,47.20782594,10.14258105,12.00,1492.712,,0.000,,8,10,,
T,2023-01-07 09:20:01.999,47.20782594,10.14258105,12.00,1491.977,,0.000,,7,10,,
T,2023-01-07 09:20:02.999,47.20782594,10.14258105,8.00,1492.089,,0.000,,7,10,,
T,2023-01-07 09:20:03.999,47.20782594,10.14258105,8.00,1492.545,,0.000,,7,10,,
T,2023-01-07 09:20:04.999,47.20782594,10.14258105,8.00,1493.647,,0.000,,8,10,,
T,2023-01-07 09:20:05.999,47.20782594,10.14258105,8.00,1493.663,,0.000,,7,10,,
T,2023-01-07 09:20:06.999,47.20782594,10.14258105,8.00,1493.103,,0.000,,7,10,,
T,2023-01-07 09:20:07.999,47.20781616,10.14259164,8.00,1492.914,,0.278,175,8,10,,
T,2023-01-07 09:20:08.999,47.20781616,10.14259164,8.00,1493.113,,0.000,,6,10,,
T,2023-01-07 09:20:09.999,47.20781616,10.14259164,8.00,1493.546,,0.000,,7,9,,
T,2023-01-07 09:20:10.999,47.20781616,10.14259164,8.00,1493.758,,0.000,,8,9,,
T,2023-01-07 09:20:11.999,47.20781616,10.14259164,8.00,1493.789,,0.000,,7,9,,
T,2023-01-07 09:20:12.999,47.20781616,10.14259164,8.00,1494.262,,0.000,,8,9,,
T,2023-01-07 09:20:13.999,47.20781616,10.14259164,8.00,1494.555,,0.000,,8,8,,
