type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-01-06 09:20:51.797,47.21622409,10.13992586,32.00,1643.962,,0.000,,7,8,20230106-102051,GPS Logger: 20230106-102051
T,2023-01-06 09:20:53,47.21622505,10.13991282,24.00,1643.550,,0.000,,7,8,,
T,2023-01-06 09:20:54,47.21622415,10.13991520,24.00,1643.752,,0.000,,7,8,,
T,2023-01-06 09:20:55,47.21622334,10.13992247,24.00,1644.359,,0.000,,6,8,,
T,2023-01-06 09:20:56,47.21622282,10.13992608,24.00,1644.534,,0.000,,6,8,,
T,2023-01-06 09:20:57,47.21622610,10.13993016,24.00,1639.640,,0.000,,5,8,,
T,2023-01-06 09:20:58,47.21622758,10.13995652,24.00,1640.442,,0.000,,5,8,,
T,2023-01-06 09:20:59,47.21622894,10.13999919,24.00,1642.524,,0.000,,5,8,,
T,2023-01-06 09:21:00,47.21623438,10.14004745,16.00,1644.983,,0.000,,6,8,,
T,2023-01-06 09:21:01,47.21624012,10.14007961,16.00,1646.910,,0.000,,5,8,,
T,2023-01-06 09:21:02,47.21623850,10.14008420,16.00,1647.094,,0.000,,5,8,,
T,2023-01-06 09:21:03,47.21623558,10.14008774,16.00,1646.763,,0.000,,7,8,,
T,2023-01-06 09:21:04,47.21623408,10.14008011,16.00,1646.343,,0.000,,6,8,,
T,2023-01-06 09:21:05,47.21623335,10.14007896,16.00,1646.098,,0.000,,4,8,,
T,2023-01-06 09:21:06,47.21623042,10.14007972,16.00,1646.924,,0.000,,5,8,,
T,2023-01-06 09:21:07,47.21622762,10.14008755,16.00,1647.693,,0.000,,5,8,,
T,2023-01-06 09:21:08,47.21622964,10.14009104,16.00,1647.871,,0.000,,5,8,,
T,2023-01-06 09:21:09,47.21623201,10.14008821,16.00,1648.134,,0.000,,4,8,,
T,2023-01-06 09:21:10,47.21623201,10.14008821,16.00,1648.701,,0.000,,5,8,,
T,2023-01-06 09:21:11,47.21623201,10.14008821,16.00,1649.288,,0.000,,5,8,,
T,2023-01-06 09:21:12,47.21621699,10.14009186,16.00,1650.181,,0.000,,5,8,,
T,2023-01-06 09:21:13,47.21620846,10.14007505,12.00,1650.859,,0.000,,7,8,,
T,2023-01-06 09:21:14,47.21620846,10.14007505,12.00,1651.723,,0.000,,6,10,,
T,2023-01-06 09:21:15,47.21619826,10.14007151,12.00,1652.812,,0.000,,6,10,,
T,2023-01-06 09:21:16,47.21619234,10.14006610,12.00,1653.820,,1.015,212,6,10,,
T,2023-01-06 09:21:17,47.21618515,10.14006048,8.00,1653.969,,0.910,235,6,10,,
T,2023-01-06 09:21:18,47.21617893,10.14005288,8.00,1654.986,,0.410,236,6,10,,
T,2023-01-06 09:21:19,47.21617619,10.14004836,8.00,1655.588,,0.348,238,6,10,,
T,2023-01-06 09:21:20,47.21617326,10.14004258,8.00,1656.233,,0.501,241,7,10,,
T,2023-01-06 09:21:21,47.21617030,10.14003693,8.00,1657.040,,1.118,241,6,10,,
T,2023-01-06 09:21:22,47.21616860,10.14001725,8.00,1653.599,,0.410,258,7,10,,
T,2023-01-06 09:21:23,47.21616860,10.14001725,8.00,1653.917,,0.000,,7,10,,
T,2023-01-06 09:21:24,47.21616719,10.14000415,8.00,1655.542,,0.771,259,7,10,,
T,2023-01-06 09:21:25,47.21616590,10.13999477,6.00,1655.798,,0.396,265,7,10,,
T,2023-01-06 09:21:26,47.21616506,10.13998963,6.00,1655.745,,1.203,255,7,9,,
T,2023-01-06 09:21:27,47.21616506,10.13998963,6.00,1655.952,,0.000,,7,8,,
T,2023-01-06 09:21:28,47.21616506,10.13998963,6.00,1657.190,,0.000,,7,8,,
T,2023-01-06 09:21:29,47.21616506,10.13998963,6.00,1656.773,,0.000,,7,8,,
T,2023-01-06 09:21:30,47.21615828,10.13997020,6.00,1656.851,,0.072,255,7,8,,
T,2023-01-06 09:21:31,47.21615507,10.13996708,6.00,1656.792,,0.675,246,7,8,,
T,2023-01-06 09:21:32,47.21615166,10.13994828,6.00,1656.629,,1.049,264,8,8,,
T,2023-01-06 09:21:33,47.21615338,10.13992874,6.00,1656.336,,1.253,286,8,8,,
T,2023-01-06 09:21:34,47.21615622,10.13991122,6.00,1656.097,,1.158,286,8,8,,
T,2023-01-06 09:21:35,47.21615669,10.13991023,6.00,1656.341,,0.864,285,8,8,,
T,2023-01-06 09:21:36,47.21615773,10.13990434,6.00,1656.431,,0.830,272,8,8,,
T,2023-01-06 09:21:37,47.21615634,10.13988864,6.00,1656.210,,0.913,251,7,8,,
T,2023-01-06 09:21:38,47.21614871,10.13988167,6.00,1656.682,,0.953,253,8,8,,
T,2023-01-06 09:21:39,47.21614484,10.13986634,6.00,1656.537,,0.967,246,8,8,,
T,2023-01-06 09:21:40,47.21614296,10.13985858,6.00,1656.076,,0.914,246,8,8,,
T,2023-01-06 09:21:41,47.21613815,10.13984540,4.00,1655.622,,0.954,249,8,8,,
T,2023-01-06 09:21:42,47.21613356,10.13982954,4.00,1655.857,,0.998,256,8,8,,
T,2023-01-06 09:21:43,47.21612932,10.13981622,4.00,1655.527,,1.022,247,7,8,,
T,2023-01-06 09:21:44,47.21612241,10.13979300,4.00,1655.106,,1.108,244,6,8,,
T,2023-01-06 09:21:45,47.21611778,10.13978211,4.00,1655.380,,1.093,246,7,8,,
T,2023-01-06 09:21:46,47.21611076,10.13976916,4.00,1655.287,,1.110,231,7,8,,
T,2023-01-06 09:21:47,47.21609923,10.13975759,4.00,1655.319,,1.151,213,7,8,,
T,2023-01-06 09:21:48,47.21608754,10.13974699,4.00,1655.346,,1.179,218,7,8,,
T,2023-01-06 09:21:49,47.21608123,10.13973749,4.00,1655.568,,1.172,230,7,8,,
T,2023-01-06 09:21:50,47.21607607,10.13971627,4.00,1655.040,,1.220,256,7,8,,
T,2023-01-06 09:21:51,47.21607190,10.13969941,4.00,1655.700,,1.227,230,7,8,,
T,2023-01-06 09:21:52,47.21607190,10.13969049,4.00,1656.407,,0.907,230,7,8,,
T,2023-01-06 09:21:53,47.21607501,10.13967818,4.00,1657.407,,1.045,284,7,8,,
T,2023-01-06 09:21:54,47.21607746,10.13966533,4.00,1657.299,,1.016,306,7,8,,
T,2023-01-06 09:21:55,47.21608315,10.13965639,4.00,1657.277,,0.954,308,7,8,,
T,2023-01-06 09:21:56,47.21608891,10.13964746,4.00,1657.295,,0.999,308,7,8,,
T,2023-01-06 09:21:57,47.21609152,10.13962368,4.00,1657.519,,1.178,259,7,8,,
T,2023-01-06 09:21:58,47.21609287,10.13961255,4.00,1657.657,,1.101,290,7,8,,
T,2023-01-06 09:21:59,47.21609597,10.13960406,4.00,1657.778,,0.941,290,8,8,,
T,2023-01-06 09:22:00,47.21609779,10.13959935,4.00,1657.612,,0.912,310,7,8,,
T,2023-01-06 09:22:01,47.21610208,10.13959075,6.00,1657.516,,0.825,298,7,8,,
T,2023-01-06 09:22:02,47.21610495,10.13958545,6.00,1657.368,,0.769,303,6,8,,
T,2023-01-06 09:22:03,47.21611077,10.13957961,6.00,1657.403,,0.784,318,6,8,,
T,2023-01-06 09:22:04,47.21611603,10.13957313,6.00,1657.275,,0.796,317,6,8,,
T,2023-01-06 09:22:05,47.21612116,10.13956296,6.00,1657.257,,0.815,305,6,8,,
T,2023-01-06 09:22:06,47.21612797,10.13955321,6.00,1657.313,,0.828,345,7,8,,
T,2023-01-06 09:22:07,47.21613258,10.13954694,6.00,1657.767,,0.824,326,6,8,,
T,2023-01-06 09:22:08,47.21614426,10.13953832,6.00,1658.197,,0.898,340,6,8,,
T,2023-01-06 09:22:09,47.21615761,10.13953048,6.00,1658.287,,0.980,339,6,8,,
T,2023-01-06 09:22:10,47.21616743,10.13951931,6.00,1658.342,,1.023,327,6,8,,
T,2023-01-06 09:22:11,47.21618130,10.13951298,6.00,1657.917,,1.070,333,7,8,,
T,2023-01-06 09:22:12,47.21619202,10.13950886,6.00,1658.419,,1.076,335,8,8,,
T,2023-01-06 09:22:13,47.21620015,10.13950155,6.00,1658.593,,1.076,323,8,8,,
T,2023-01-06 09:22:14,47.21621239,10.13948985,6.00,1659.640,,1.117,312,8,8,,
T,2023-01-06 09:22:15,47.21621445,10.13947653,6.00,1660.048,,1.106,295,6,8,,
T,2023-01-06 09:22:16,47.21621663,10.13946637,6.00,1659.389,,1.080,300,7,8,,
T,2023-01-06 09:22:17,47.21621851,10.13945093,6.00,1660.144,,1.087,274,5,9,,
T,2023-01-06 09:22:18,47.21621637,10.13943250,6.00,1660.936,,1.105,251,7,8,,
T,2023-01-06 09:22:19,47.21621359,10.13942482,6.00,1661.058,,1.063,234,6,8,,
T,2023-01-06 09:22:20,47.21621359,10.13941519,6.00,1661.325,,1.034,255,6,8,,
T,2023-01-06 09:22:21,47.21620961,10.13940206,6.00,1661.231,,1.034,256,6,8,,
T,2023-01-06 09:22:22,47.21620557,10.13939388,6.00,1661.370,,0.947,257,6,8,,
T,2023-01-06 09:22:23,47.21620445,10.13938757,6.00,1661.214,,0.955,259,6,8,,
T,2023-01-06 09:22:24,47.21620048,10.13937247,6.00,1660.905,,0.970,256,7,8,,
T,2023-01-06 09:22:25,47.21619832,10.13936216,6.00,1660.303,,0.921,271,7,8,,
T,2023-01-06 09:22:26,47.21619890,10.13935610,6.00,1660.144,,0.807,271,7,8,,
T,2023-01-06 09:22:27,47.21619735,10.13934851,6.00,1658.478,,0.560,271,7,8,,
T,2023-01-06 09:22:28,47.21619406,10.13934074,6.00,1658.262,,0.624,253,7,8,,
T,2023-01-06 09:22:29,47.21619028,10.13933370,4.00,1658.409,,0.651,249,7,8,,
T,2023-01-06 09:22:30,47.21618713,10.13932669,4.00,1658.634,,0.596,249,7,8,,
T,2023-01-06 09:22:31,47.21618637,10.13932338,4.00,1658.951,,0.430,251,7,8,,
T,2023-01-06 09:22:32,47.21618725,10.13931682,4.00,1659.026,,0.561,275,7,8,,
T,2023-01-06 09:22:33,47.21618708,10.13930463,6.00,1659.004,,0.670,270,6,8,,
T,2023-01-06 09:22:34,47.21618541,10.13929529,6.00,1658.568,,0.438,259,6,8,,
T,2023-01-06 09:22:35,47.21618461,10.13928482,6.00,1658.608,,0.652,261,6,8,,
T,2023-01-06 09:22:36,47.21618428,10.13927129,6.00,1658.572,,0.791,269,7,8,,
T,2023-01-06 09:22:37,47.21617960,10.13925624,4.00,1659.148,,0.947,243,7,8,,
T,2023-01-06 09:22:38,47.21617862,10.13924611,4.00,1659.677,,0.902,280,7,8,,
T,2023-01-06 09:22:39,47.21618130,10.13923189,4.00,1660.034,,0.941,324,7,8,,
T,2023-01-06 09:22:40,47.21618701,10.13922393,4.00,1660.210,,0.939,317,6,8,,
T,2023-01-06 09:22:41,47.21619531,10.13921153,6.00,1660.072,,1.027,312,6,8,,
T,2023-01-06 09:22:42,47.21620101,10.13919401,6.00,1659.814,,1.096,302,6,8,,
T,2023-01-06 09:22:43,47.21620276,10.13918670,6.00,1659.332,,1.023,286,6,8,,
T,2023-01-06 09:22:44,47.21620606,10.13917510,6.00,1659.717,,1.013,323,7,8,,
T,2023-01-06 09:22:45,47.21621207,10.13916835,6.00,1659.605,,0.989,311,6,8,,
T,2023-01-06 09:22:46,47.21621113,10.13915404,6.00,1661.268,,0.994,300,7,8,,
T,2023-01-06 09:22:47,47.21621373,10.13914372,6.00,1662.235,,0.972,297,7,8,,
T,2023-01-06 09:22:48,47.21622201,10.13913047,6.00,1662.621,,1.013,310,7,8,,
T,2023-01-06 09:22:49,47.21622936,10.13911412,6.00,1662.429,,1.056,310,7,8,,
T,2023-01-06 09:22:50,47.21623337,10.13910243,6.00,1662.403,,1.051,302,6,8,,
T,2023-01-06 09:22:51,47.21623279,10.13910039,6.00,1662.507,,0.974,300,8,8,,
T,2023-01-06 09:22:52,47.21623426,10.13909813,6.00,1662.451,,0.912,317,8,8,,
T,2023-01-06 09:22:53,47.21623868,10.13908917,8.00,1662.795,,0.905,301,8,8,,
T,2023-01-06 09:22:54,47.21624388,10.13907519,8.00,1662.723,,0.933,311,7,8,,
T,2023-01-06 09:22:55,47.21625324,10.13906001,8.00,1663.150,,0.990,319,4,8,,
T,2023-01-06 09:22:56,47.21626257,10.13904891,8.00,1663.616,,1.025,320,5,8,,
T,2023-01-06 09:22:57,47.21626915,10.13904489,8.00,1663.637,,1.004,326,5,8,,
T,2023-01-06 09:22:58,47.21627270,10.13904233,8.00,1663.760,,0.958,325,6,8,,
T,2023-01-06 09:22:59,47.21627926,10.13903353,8.00,1663.872,,0.961,302,7,8,,
T,2023-01-06 09:23:00,47.21628776,10.13903146,8.00,1664.920,,0.960,326,7,8,,
T,2023-01-06 09:23:01,47.21629336,10.13903204,6.00,1664.087,,0.934,335,7,8,,
T,2023-01-06 09:23:02,47.21630065,10.13903195,6.00,1665.375,,0.921,308,7,8,,
T,2023-01-06 09:23:03,47.21630609,10.13902999,6.00,1666.054,,0.892,315,8,8,,
T,2023-01-06 09:23:04,47.21630894,10.13902631,6.00,1666.276,,0.853,304,7,8,,
T,2023-01-06 09:23:05,47.21630993,10.13901934,6.00,1666.735,,0.832,296,7,8,,
T,2023-01-06 09:23:06,47.21631224,10.13901163,6.00,1666.842,,0.749,265,7,8,,
T,2023-01-06 09:23:07,47.21631348,10.13900715,6.00,1667.050,,0.735,277,6,8,,
T,2023-01-06 09:23:08,47.21631730,10.13899706,6.00,1667.235,,0.699,276,7,8,,
T,2023-01-06 09:23:09,47.21631942,10.13899370,6.00,1667.728,,0.669,276,6,8,,
T,2023-01-06 09:23:10,47.21632654,10.13897976,6.00,1668.322,,0.777,283,6,8,,
T,2023-01-06 09:23:11,47.21632869,10.13896551,6.00,1668.256,,0.831,283,6,8,,
T,2023-01-06 09:23:12,47.21632978,10.13895322,6.00,1668.640,,0.822,276,7,8,,
T,2023-01-06 09:23:13,47.21633295,10.13894263,4.00,1669.141,,0.881,277,7,8,,
T,2023-01-06 09:23:14,47.21634157,10.13892757,4.00,1669.682,,0.995,292,7,8,,
T,2023-01-06 09:23:15,47.21635088,10.13890890,4.00,1669.776,,1.055,310,7,8,,
T,2023-01-06 09:23:16,47.21635406,10.13890017,4.00,1669.620,,1.038,287,8,8,,
T,2023-01-06 09:23:17,47.21635996,10.13888025,6.00,1670.096,,1.090,284,8,8,,
T,2023-01-06 09:23:18,47.21635979,10.13886357,6.00,1669.584,,1.116,274,7,8,,
T,2023-01-06 09:23:19,47.21636128,10.13885106,6.00,1669.157,,1.106,273,7,8,,
T,2023-01-06 09:23:20,47.21636713,10.13883562,4.00,1669.535,,1.126,296,7,8,,
T,2023-01-06 09:23:21,47.21637060,10.13881979,4.00,1669.547,,1.137,288,7,8,,
T,2023-01-06 09:23:22,47.21637450,10.13880382,4.00,1669.004,,1.148,291,7,8,,
T,2023-01-06 09:23:23,47.21637887,10.13878950,4.00,1668.978,,1.147,295,7,8,,
T,2023-01-06 09:23:24,47.21638514,10.13877790,4.00,1668.908,,1.143,305,8,8,,
T,2023-01-06 09:23:25,47.21639478,10.13876623,4.00,1669.143,,1.162,329,8,8,,
T,2023-01-06 09:23:26,47.21639935,10.13875849,4.00,1669.354,,1.131,332,8,9,,
T,2023-01-06 09:23:27,47.21640695,10.13875358,4.00,1669.265,,1.113,336,8,8,,
T,2023-01-06 09:23:28,47.21641578,10.13874931,4.00,1669.331,,1.114,337,8,8,,
T,2023-01-06 09:23:29,47.21642560,10.13874164,4.00,1668.865,,1.121,329,8,8,,
T,2023-01-06 09:23:30,47.21643199,10.13873045,4.00,1668.935,,1.119,315,8,8,,
T,2023-01-06 09:23:31,47.21643981,10.13872374,4.00,1669.738,,1.108,328,8,8,,
T,2023-01-06 09:23:32,47.21644638,10.13871496,4.00,1669.867,,0.999,328,8,8,,
T,2023-01-06 09:23:33,47.21644941,10.13871275,4.00,1670.056,,1.014,324,7,8,,
T,2023-01-06 09:23:34,47.21645765,10.13870221,4.00,1669.729,,1.006,318,6,8,,
T,2023-01-06 09:23:35,47.21646537,10.13869230,4.00,1669.747,,0.945,321,6,8,,
T,2023-01-06 09:23:36,47.21646813,10.13867507,4.00,1670.408,,0.982,276,6,8,,
T,2023-01-06 09:23:37,47.21647156,10.13866487,4.00,1670.180,,0.956,345,6,8,,
T,2023-01-06 09:23:38,47.21647768,10.13865777,4.00,1670.049,,0.881,345,6,8,,
T,2023-01-06 09:23:39,47.21647631,10.13865390,4.00,1669.771,,0.373,310,5,8,,
T,2023-01-06 09:23:40,47.21647794,10.13864677,4.00,1669.812,,0.316,310,7,8,,
T,2023-01-06 09:23:41,47.21647612,10.13863812,4.00,1669.719,,0.377,222,7,8,,
T,2023-01-06 09:23:42,47.21647085,10.13863029,4.00,1669.634,,0.415,227,8,9,,
T,2023-01-06 09:23:43,47.21646482,10.13862348,4.00,1669.694,,0.536,220,7,8,,
T,2023-01-06 09:23:44,47.21645348,10.13861772,4.00,1669.978,,0.905,195,7,8,,
T,2023-01-06 09:23:45,47.21644005,10.13860987,4.00,1670.079,,1.172,200,8,8,,
T,2023-01-06 09:23:46,47.21642629,10.13859916,4.00,1670.315,,1.297,207,6,8,,
T,2023-01-06 09:23:47,47.21641865,10.13859413,4.00,1670.396,,1.183,203,6,8,,
T,2023-01-06 09:23:48,47.21640876,10.13858910,6.00,1670.534,,1.163,196,6,8,,
T,2023-01-06 09:23:49,47.21639716,10.13857902,6.00,1670.744,,1.210,216,7,8,,
T,2023-01-06 09:23:50,47.21638290,10.13856574,6.00,1670.837,,1.307,222,5,8,,
T,2023-01-06 09:23:51,47.21637288,10.13854920,6.00,1670.410,,1.343,228,6,8,,
T,2023-01-06 09:23:52,47.21636644,10.13854006,6.00,1670.695,,1.285,220,5,8,,
T,2023-01-06 09:23:53,47.21635456,10.13853196,6.00,1670.896,,1.292,207,7,8,,
T,2023-01-06 09:23:54,47.21634544,10.13852446,6.00,1670.895,,1.266,211,6,8,,
T,2023-01-06 09:23:55,47.21633499,10.13851533,6.00,1671.023,,1.262,213,6,8,,
T,2023-01-06 09:23:56,47.21632621,10.13850757,6.00,1670.976,,1.238,215,5,8,,
T,2023-01-06 09:23:57,47.21631419,10.13850642,6.00,1670.781,,1.242,182,5,8,,
T,2023-01-06 09:23:58,47.21630207,10.13850132,6.00,1670.959,,1.248,215,6,8,,
T,2023-01-06 09:23:59,47.21629281,10.13849391,6.00,1671.257,,1.233,224,6,8,,
T,2023-01-06 09:24:00,47.21628335,10.13848380,6.00,1671.569,,1.228,218,7,8,,
T,2023-01-06 09:24:01,47.21627586,10.13847202,6.00,1671.432,,1.220,242,7,8,,
T,2023-01-06 09:24:02,47.21626532,10.13845845,6.00,1671.381,,1.237,207,7,8,,
T,2023-01-06 09:24:03,47.21625752,10.13844586,6.00,1671.640,,1.237,249,8,9,,
T,2023-01-06 09:24:04,47.21625004,10.13842597,6.00,1671.624,,1.266,244,8,9,,
T,2023-01-06 09:24:05,47.21624354,10.13841250,6.00,1671.419,,1.261,223,8,9,,
T,2023-01-06 09:24:06,47.21623465,10.13839759,6.00,1671.364,,1.268,232,8,8,,
T,2023-01-06 09:24:07,47.21622905,10.13839031,6.00,1671.744,,1.228,188,7,8,,
T,2023-01-06 09:24:08,47.21621837,10.13837696,4.00,1671.847,,1.247,200,8,8,,
T,2023-01-06 09:24:09,47.21621039,10.13836743,4.00,1671.821,,1.227,237,8,8,,
T,2023-01-06 09:24:10,47.21620846,10.13835744,4.00,1671.437,,1.186,253,8,8,,
T,2023-01-06 09:24:11,47.21620658,10.13833940,4.00,1671.656,,1.201,248,6,8,,
T,2023-01-06 09:24:12,47.21620149,10.13831363,4.00,1671.340,,1.266,252,6,8,,
T,2023-01-06 09:24:13,47.21620136,10.13829666,4.00,1671.887,,1.186,294,6,8,,
T,2023-01-06 09:24:14,47.21620163,10.13829762,4.00,1671.583,,1.028,294,6,8,,
T,2023-01-06 09:24:15,47.21620125,10.13829303,4.00,1671.141,,0.344,294,6,8,,
T,2023-01-06 09:24:16,47.21619594,10.13827995,4.00,1670.495,,0.730,227,6,8,,
T,2023-01-06 09:24:17,47.21619380,10.13825957,4.00,1670.806,,1.032,266,7,8,,
T,2023-01-06 09:24:18,47.21619305,10.13824553,4.00,1671.303,,1.031,255,6,8,,
T,2023-01-06 09:24:19,47.21619056,10.13822745,4.00,1670.804,,1.059,261,6,8,,
T,2023-01-06 09:24:20,47.21618831,10.13821396,4.00,1670.212,,1.062,248,6,8,,
T,2023-01-06 09:24:21,47.21617976,10.13819200,4.00,1670.925,,1.231,251,6,8,,
T,2023-01-06 09:24:22,47.21617524,10.13817572,4.00,1671.111,,1.256,237,6,8,,
T,2023-01-06 09:24:23,47.21616946,10.13815716,4.00,1671.024,,1.312,257,6,8,,
T,2023-01-06 09:24:24,47.21616540,10.13813762,4.00,1670.970,,1.339,269,7,8,,
T,2023-01-06 09:24:25,47.21616302,10.13812010,4.00,1671.070,,1.304,263,7,8,,
T,2023-01-06 09:24:26,47.21615844,10.13810494,4.00,1671.444,,1.284,254,7,8,,
T,2023-01-06 09:24:27,47.21615243,10.13808175,4.00,1671.460,,1.345,257,7,8,,
T,2023-01-06 09:24:28,47.21614743,10.13806245,4.00,1671.704,,1.368,247,7,8,,
T,2023-01-06 09:24:29,47.21614080,10.13804289,4.00,1671.673,,1.385,241,7,8,,
T,2023-01-06 09:24:30,47.21613820,10.13802964,4.00,1672.178,,1.351,259,7,8,,
T,2023-01-06 09:24:31,47.21613527,10.13800959,4.00,1671.943,,1.363,257,7,8,,
T,2023-01-06 09:24:32,47.21613346,10.13799593,4.00,1671.903,,1.337,260,7,8,,
T,2023-01-06 09:24:33,47.21613082,10.13797852,4.00,1671.834,,1.328,249,7,8,,
T,2023-01-06 09:24:34,47.21612988,10.13796239,4.00,1671.942,,1.314,240,7,8,,
T,2023-01-06 09:24:35,47.21613149,10.13794737,4.00,1672.550,,1.296,262,7,8,,
T,2023-01-06 09:24:36,47.21613045,10.13793151,4.00,1672.587,,1.289,258,7,8,,
T,2023-01-06 09:24:37,47.21612800,10.13791465,4.00,1672.558,,1.285,256,7,8,,
T,2023-01-06 09:24:38,47.21612430,10.13790316,4.00,1672.077,,1.257,251,7,9,,
T,2023-01-06 09:24:39,47.21611910,10.13789052,4.00,1672.247,,1.250,245,7,9,,
T,2023-01-06 09:24:40,47.21611202,10.13787444,4.00,1671.832,,1.259,241,7,8,,
T,2023-01-06 09:24:41,47.21610860,10.13787113,4.00,1671.776,,1.194,235,7,9,,
T,2023-01-06 09:24:42,47.21609908,10.13786031,4.00,1671.539,,1.200,235,7,9,,
T,2023-01-06 09:24:43,47.21609383,10.13785035,4.00,1671.700,,1.184,237,7,9,,
T,2023-01-06 09:24:44,47.21608605,10.13783493,4.00,1671.600,,1.206,234,7,8,,
T,2023-01-06 09:24:45,47.21607886,10.13781945,4.00,1671.795,,1.218,237,7,8,,
T,2023-01-06 09:24:46,47.21607389,10.13780871,4.00,1671.848,,1.198,239,6,8,,
T,2023-01-06 09:24:47,47.21606395,10.13779778,4.00,1672.236,,1.214,233,7,8,,
T,2023-01-06 09:24:48,47.21605368,10.13779219,4.00,1671.679,,1.210,221,7,8,,
T,2023-01-06 09:24:49,47.21604717,10.13778320,4.00,1671.813,,1.189,230,7,8,,
T,2023-01-06 09:24:50,47.21604195,10.13777060,4.00,1671.706,,1.184,238,7,8,,
T,2023-01-06 09:24:51,47.21603433,10.13775410,4.00,1672.115,,1.209,228,7,8,,
T,2023-01-06 09:24:52,47.21602316,10.13774739,4.00,1671.926,,1.221,185,7,8,,
T,2023-01-06 09:24:53,47.21601162,10.13774374,4.00,1672.042,,1.226,205,6,8,,
T,2023-01-06 09:24:54,47.21600375,10.13773531,4.00,1671.929,,1.214,219,7,8,,
T,2023-01-06 09:24:55,47.21599665,10.13772376,4.00,1671.067,,1.211,214,7,8,,
T,2023-01-06 09:24:56,47.21598749,10.13771316,4.00,1671.262,,1.215,222,7,8,,
T,2023-01-06 09:24:57,47.21597974,10.13770260,4.00,1671.304,,1.219,219,6,8,,
T,2023-01-06 09:24:58,47.21596802,10.13768876,4.00,1671.102,,1.247,225,6,8,,
T,2023-01-06 09:24:59,47.21596186,10.13768169,4.00,1671.018,,1.220,207,5,8,,
T,2023-01-06 09:25:00,47.21594771,10.13767005,4.00,1671.551,,1.261,211,6,8,,
T,2023-01-06 09:25:01,47.21594222,10.13766032,4.00,1671.995,,1.229,246,5,8,,
T,2023-01-06 09:25:02,47.21593830,10.13764540,4.00,1671.533,,1.229,247,5,8,,
T,2023-01-06 09:25:03,47.21593048,10.13762787,4.00,1672.129,,1.249,230,6,8,,
T,2023-01-06 09:25:04,47.21592543,10.13762313,4.00,1672.252,,1.200,204,5,8,,
T,2023-01-06 09:25:05,47.21591750,10.13761631,4.00,1671.822,,1.183,222,6,8,,
T,2023-01-06 09:25:06,47.21590964,10.13760576,4.00,1671.972,,1.175,227,5,9,,
T,2023-01-06 09:25:07,47.21590191,10.13759785,4.00,1672.336,,1.160,204,5,8,,
T,2023-01-06 09:25:08,47.21589088,10.13758978,4.00,1672.308,,1.168,213,5,9,,
T,2023-01-06 09:25:09,47.21588330,10.13758131,4.00,1672.098,,1.159,218,5,8,,
T,2023-01-06 09:25:10,47.21587268,10.13756689,4.00,1672.194,,1.196,231,5,9,,
T,2023-01-06 09:25:11,47.21586443,10.13755139,4.00,1672.151,,1.225,240,6,8,,
T,2023-01-06 09:25:12,47.21585516,10.13753410,6.00,1672.068,,1.256,224,6,8,,
T,2023-01-06 09:25:13,47.21584664,10.13752318,6.00,1671.761,,1.251,220,6,9,,
T,2023-01-06 09:25:14,47.21583760,10.13751455,6.00,1671.904,,1.245,212,6,8,,
T,2023-01-06 09:25:15,47.21582676,10.13750333,6.00,1672.190,,1.257,222,6,8,,
T,2023-01-06 09:25:16,47.21582007,10.13749311,4.00,1672.292,,1.246,239,6,8,,
T,2023-01-06 09:25:17,47.21581074,10.13747744,4.00,1672.257,,1.264,217,6,8,,
T,2023-01-06 09:25:18,47.21580535,10.13747293,4.00,1672.211,,1.215,223,6,8,,
T,2023-01-06 09:25:19,47.21579683,10.13746371,4.00,1672.120,,1.205,216,7,8,,
T,2023-01-06 09:25:20,47.21579116,10.13745485,4.00,1672.056,,1.182,215,7,8,,
T,2023-01-06 09:25:21,47.21577687,10.13744366,4.00,1672.368,,1.226,201,7,8,,
T,2023-01-06 09:25:22,47.21576827,10.13743524,4.00,1672.344,,1.214,215,6,8,,
T,2023-01-06 09:25:23,47.21576089,10.13742757,4.00,1672.165,,1.195,217,7,8,,
T,2023-01-06 09:25:24,47.21575135,10.13742182,4.00,1671.655,,1.183,202,6,8,,
T,2023-01-06 09:25:25,47.21574368,10.13741398,4.00,1671.518,,1.168,225,6,8,,
T,2023-01-06 09:25:26,47.21573296,10.13740272,4.00,1671.631,,1.186,218,6,8,,
T,2023-01-06 09:25:27,47.21572344,10.13739225,4.00,1671.761,,1.208,230,6,8,,
T,2023-01-06 09:25:28,47.21570908,10.13737318,4.00,1671.263,,1.280,211,6,8,,
T,2023-01-06 09:25:29,47.21570265,10.13736902,4.00,1671.695,,1.233,238,6,8,,
T,2023-01-06 09:25:30,47.21569855,10.13736426,4.00,1671.600,,1.178,223,7,8,,
T,2023-01-06 09:25:31,47.21568722,10.13735401,4.00,1671.823,,1.205,207,7,8,,
T,2023-01-06 09:25:32,47.21567385,10.13734119,4.00,1672.271,,1.249,225,7,8,,
T,2023-01-06 09:25:33,47.21566290,10.13732690,4.00,1672.023,,1.279,216,7,8,,
T,2023-01-06 09:25:34,47.21565152,10.13731641,4.00,1671.978,,1.287,216,7,9,,
T,2023-01-06 09:25:35,47.21564438,10.13731109,4.00,1671.790,,1.251,185,7,9,,
