type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-02-24 08:20:07.999,46.77048456,8.27917271,6.00,1951.316,,0.000,,12,16,,
T,2023-02-24 08:20:08.999,46.77048456,8.27917271,6.00,1951.163,,0.000,,12,16,,
T,2023-02-24 08:20:09.999,46.77048456,8.27917271,6.00,1950.987,,0.000,,12,16,,
T,2023-02-24 08:20:10.999,46.77048456,8.27917271,6.00,1950.877,,0.000,,12,16,,
T,2023-02-24 08:20:11.999,46.77048456,8.27917271,6.00,1950.678,,0.000,,13,16,,
T,2023-02-24 08:20:12.999,46.77048456,8.27917271,6.00,1950.501,,0.000,,13,16,,
T,2023-02-24 08:20:13.999,46.77048456,8.27917271,6.00,1950.301,,0.000,,13,16,,
T,2023-02-24 08:20:14.999,46.77048456,8.27917271,6.00,1950.083,,0.000,,13,16,,
T,2023-02-24 08:20:15.999,46.77048456,8.27917271,6.00,1949.911,,0.000,,13,16,,
T,2023-02-24 08:20:16.999,46.77048456,8.27917271,6.00,1949.798,,0.000,,12,16,,
T,2023-02-24 08:20:17.999,46.77048456,8.27917271,6.00,1949.573,,0.000,,13,16,,
T,2023-02-24 08:20:18.999,46.77048243,8.27915882,6.00,1949.578,,0.000,,13,16,,
T,2023-02-24 08:20:19.999,46.77048243,8.27915882,6.00,1949.675,,0.000,,13,16,,
T,2023-02-24 08:20:20.999,46.77048243,8.27915882,6.00,1949.753,,0.000,,13,16,,
T,2023-02-24 08:20:21.999,46.77048243,8.27915882,6.00,1949.868,,0.000,,14,15,,
T,2023-02-24 08:20:22.999,46.77048243,8.27915882,6.00,1949.799,,0.000,,13,15,,
T,2023-02-24 08:20:23.999,46.77048243,8.27915882,6.00,1949.699,,0.000,,13,15,,
T,2023-02-24 08:20:24.999,46.77048243,8.27915882,6.00,1949.710,,0.000,,13,15,,
T,2023-02-24 08:20:25.999,46.77048243,8.27915882,6.00,1949.775,,0.000,,13,15,,
T,2023-02-24 08:20:26.999,46.77048243,8.27915882,6.00,1949.750,,0.000,,13,15,,
T,2023-02-24 08:20:27.999,46.77048243,8.27915882,6.00,1949.916,,0.000,,11,15,,
T,2023-02-24 08:20:28.999,46.77048243,8.27915882,6.00,1949.942,,0.000,,11,15,,
T,2023-02-24 08:20:29.999,46.77048243,8.27915882,6.00,1949.902,,0.000,,11,15,,
T,2023-02-24 08:20:30.999,46.77048243,8.27915882,6.00,1949.837,,0.000,,11,15,,
T,2023-02-24 08:20:31.999,46.77048243,8.27915882,6.00,1949.790,,0.000,,11,15,,
T,2023-02-24 08:20:32.999,46.77048243,8.27915882,6.00,1949.775,,0.000,,11,15,,
T,2023-02-24 08:20:33.999,46.77048243,8.27915882,6.00,1949.734,,0.000,,11,15,,
T,2023-02-24 08:20:34.999,46.77048243,8.27915882,6.00,1949.729,,0.000,,11,15,,
T,2023-02-24 08:20:35.999,46.77048243,8.27915882,6.00,1949.765,,0.000,,13,16,,
T,2023-02-24 08:20:36.999,46.77048243,8.27915882,6.00,1949.690,,0.000,,13,16,,
T,2023-02-24 08:20:37.999,46.77048243,8.27915882,6.00,1949.616,,0.000,,13,16,,
T,2023-02-24 08:20:38.999,46.77048243,8.27915882,6.00,1949.529,,0.000,,13,16,,
T,2023-02-24 08:20:39.999,46.77048243,8.27915882,6.00,1949.465,,0.000,,13,15,,
T,2023-02-24 08:20:40.999,46.77048243,8.27915882,6.00,1949.377,,0.000,,13,15,,
T,2023-02-24 08:20:41.999,46.77048243,8.27915882,6.00,1949.352,,0.000,,13,15,,
T,2023-02-24 08:20:42.999,46.77048243,8.27915882,6.00,1949.222,,0.000,,13,15,,
T,2023-02-24 08:20:43.999,46.77048243,8.27915882,6.00,1949.181,,0.000,,13,15,,
T,2023-02-24 08:20:44.999,46.77048243,8.27915882,6.00,1949.120,,0.000,,13,15,,
T,2023-02-24 08:20:45.999,46.77048243,8.27915882,6.00,1949.062,,0.000,,13,15,,
T,2023-02-24 08:20:46.999,46.77048243,8.27915882,6.00,1949.064,,0.000,,13,15,,
T,2023-02-24 08:20:47.999,46.77048243,8.27915882,6.00,1949.019,,0.000,,13,15,,
T,2023-02-24 08:20:48.999,46.77048243,8.27915882,6.00,1948.954,,0.000,,14,15,,
T,2023-02-24 08:20:49.999,46.77048243,8.27915882,6.00,1948.938,,0.000,,14,15,,
T,2023-02-24 08:20:50.999,46.77048243,8.27915882,6.00,1948.874,,0.000,,13,15,,
T,2023-02-24 08:20:51.999,46.77048243,8.27915882,6.00,1948.913,,0.000,,13,15,,
T,2023-02-24 08:20:52.999,46.77048243,8.27915882,6.00,1948.875,,0.000,,13,15,,
T,2023-02-24 08:20:53.999,46.77048243,8.27915882,6.00,1948.865,,0.000,,13,15,,
T,2023-02-24 08:20:54.999,46.77048243,8.27915882,6.00,1948.796,,0.000,,13,16,,
T,2023-02-24 08:20:55.999,46.77048243,8.27915882,6.00,1948.715,,0.000,,13,16,,
T,2023-02-24 08:20:56.999,46.77048243,8.27915882,6.00,1948.574,,0.000,,13,15,,
T,2023-02-24 08:20:57.999,46.77048243,8.27915882,6.00,1948.561,,0.000,,13,15,,
T,2023-02-24 08:20:58.999,46.77048243,8.27915882,6.00,1948.514,,0.000,,13,15,,
T,2023-02-24 08:20:59.999,46.77048243,8.27915882,6.00,1948.481,,0.000,,13,15,,
T,2023-02-24 08:21:00.999,46.77048243,8.27915882,6.00,1948.469,,0.000,,13,15,,
T,2023-02-24 08:21:01.999,46.77048243,8.27915882,6.00,1948.348,,0.000,,13,15,,
T,2023-02-24 08:21:02.999,46.77048243,8.27915882,6.00,1948.311,,0.000,,13,15,,
T,2023-02-24 08:21:03.999,46.77048243,8.27915882,6.00,1948.285,,0.000,,13,15,,
T,2023-02-24 08:21:04.999,46.77048243,8.27915882,6.00,1948.242,,0.000,,13,15,,
T,2023-02-24 08:21:05.999,46.77048243,8.27915882,6.00,1948.210,,0.000,,13,15,,
T,2023-02-24 08:21:06.999,46.77048243,8.27915882,6.00,1948.132,,0.000,,13,15,,
T,2023-02-24 08:21:07.999,46.77048243,8.27915882,6.00,1948.137,,0.000,,13,15,,
T,2023-02-24 08:21:08.999,46.77048243,8.27915882,6.00,1948.116,,0.000,,13,15,,
T,2023-02-24 08:21:09.999,46.77048243,8.27915882,6.00,1948.105,,0.000,,13,15,,
T,2023-02-24 08:21:10.999,46.77048243,8.27915882,6.00,1948.080,,0.000,,13,15,,
T,2023-02-24 08:21:11.999,46.77048243,8.27915882,6.00,1948.045,,0.000,,13,15,,
T,2023-02-24 08:21:12.999,46.77048243,8.27915882,6.00,1947.969,,0.000,,13,15,,
T,2023-02-24 08:21:13.999,46.77048243,8.27915882,6.00,1947.987,,0.000,,13,15,,
T,2023-02-24 08:21:14.999,46.77048243,8.27915882,6.00,1947.976,,0.000,,13,16,,
T,2023-02-24 08:21:15.999,46.77048243,8.27915882,4.00,1947.952,,0.000,,13,16,,
T,2023-02-24 08:21:16.999,46.77048243,8.27915882,4.00,1947.952,,0.000,,13,16,,
T,2023-02-24 08:21:17.999,46.77048243,8.27915882,4.00,1947.930,,0.000,,13,16,,
T,2023-02-24 08:21:18.999,46.77048243,8.27915882,4.00,1947.856,,0.000,,13,16,,
T,2023-02-24 08:21:19.999,46.77048243,8.27915882,4.00,1947.843,,0.000,,13,16,,
T,2023-02-24 08:21:20.999,46.77048243,8.27915882,4.00,1947.838,,0.000,,13,16,,
T,2023-02-24 08:21:21.999,46.77048243,8.27915882,6.00,1947.955,,0.000,,13,16,,
T,2023-02-24 08:21:22.999,46.77048243,8.27915882,6.00,1947.852,,0.000,,13,16,,
T,2023-02-24 08:21:23.999,46.77048243,8.27915882,6.00,1947.715,,0.000,,13,16,,
T,2023-02-24 08:21:24.999,46.77048243,8.27915882,6.00,1947.695,,0.000,,14,16,,
T,2023-02-24 08:21:25.999,46.77048243,8.27915882,6.00,1947.671,,0.000,,14,16,,
T,2023-02-24 08:21:26.999,46.77048243,8.27915882,6.00,1947.642,,0.000,,14,16,,
T,2023-02-24 08:21:27.999,46.77048243,8.27915882,6.00,1947.625,,0.000,,13,16,,
T,2023-02-24 08:21:28.999,46.77048243,8.27915882,6.00,1947.626,,0.000,,13,16,,
T,2023-02-24 08:21:29.999,46.77048243,8.27915882,6.00,1947.583,,0.000,,14,16,,
T,2023-02-24 08:21:30.999,46.77048243,8.27915882,6.00,1947.571,,0.000,,14,17,,
T,2023-02-24 08:21:31.999,46.77048243,8.27915882,6.00,1947.522,,0.000,,14,17,,
T,2023-02-24 08:21:32.999,46.77048243,8.27915882,6.00,1947.441,,0.000,,14,18,,
T,2023-02-24 08:21:33.999,46.77048243,8.27915882,6.00,1947.452,,0.000,,14,18,,
T,2023-02-24 08:21:34.999,46.77048243,8.27915882,6.00,1947.419,,0.000,,15,17,,
T,2023-02-24 08:21:35.999,46.77048243,8.27915882,6.00,1947.419,,0.000,,15,17,,
T,2023-02-24 08:21:36.999,46.77048243,8.27915882,6.00,1947.392,,0.000,,14,17,,
T,2023-02-24 08:21:37.999,46.77048243,8.27915882,6.00,1947.358,,0.000,,14,17,,
T,2023-02-24 08:21:38.999,46.77048243,8.27915882,6.00,1947.343,,0.000,,14,17,,
T,2023-02-24 08:21:39.999,46.77048243,8.27915882,6.00,1947.391,,0.000,,14,17,,
T,2023-02-24 08:21:40.999,46.77048243,8.27915882,6.00,1947.485,,0.000,,14,17,,
T,2023-02-24 08:21:41.999,46.77048243,8.27915882,6.00,1947.604,,0.000,,14,17,,
T,2023-02-24 08:21:42.999,46.77048243,8.27915882,6.00,1947.622,,0.000,,14,17,,
T,2023-02-24 08:21:43.999,46.77048243,8.27915882,6.00,1947.616,,0.000,,14,17,,
T,2023-02-24 08:21:44.999,46.77048243,8.27915882,6.00,1947.658,,0.000,,14,17,,
T,2023-02-24 08:21:45.999,46.77048243,8.27915882,6.00,1947.737,,0.000,,14,17,,
T,2023-02-24 08:21:46.999,46.77048243,8.27915882,6.00,1947.793,,0.000,,14,17,,
T,2023-02-24 08:21:47.999,46.77048243,8.27915882,6.00,1947.861,,0.000,,14,17,,
T,2023-02-24 08:21:48.999,46.77048243,8.27915882,6.00,1947.959,,0.000,,14,17,,
T,2023-02-24 08:21:49.999,46.77048243,8.27915882,6.00,1947.988,,0.000,,14,17,,
T,2023-02-24 08:21:50.999,46.77048243,8.27915882,6.00,1947.980,,0.000,,14,17,,
T,2023-02-24 08:21:51.999,46.77048243,8.27915882,6.00,1948.037,,0.000,,14,17,,
T,2023-02-24 08:21:52.999,46.77048243,8.27915882,6.00,1948.086,,0.000,,14,17,,
T,2023-02-24 08:21:53.999,46.77048243,8.27915882,6.00,1948.112,,0.000,,14,17,,
T,2023-02-24 08:21:54.999,46.77048243,8.27915882,6.00,1948.163,,0.000,,14,17,,
T,2023-02-24 08:21:55.999,46.77048243,8.27915882,6.00,1948.228,,0.000,,14,17,,
T,2023-02-24 08:21:56.999,46.77048243,8.27915882,6.00,1948.222,,0.000,,14,17,,
T,2023-02-24 08:21:57.999,46.77048243,8.27915882,6.00,1948.213,,0.000,,14,17,,
T,2023-02-24 08:21:58.999,46.77048243,8.27915882,6.00,1948.239,,0.000,,14,17,,
T,2023-02-24 08:21:59.999,46.77048243,8.27915882,6.00,1948.319,,0.000,,14,17,,
T,2023-02-24 08:22:00.999,46.77048243,8.27915882,6.00,1948.361,,0.000,,14,17,,
T,2023-02-24 08:22:01.999,46.77048243,8.27915882,6.00,1948.424,,0.000,,14,17,,
T,2023-02-24 08:22:02.999,46.77048243,8.27915882,6.00,1948.456,,0.000,,14,17,,
T,2023-02-24 08:22:03.999,46.77048243,8.27915882,6.00,1948.467,,0.000,,14,17,,
T,2023-02-24 08:22:04.999,46.77048243,8.27915882,6.00,1948.472,,0.000,,14,17,,
T,2023-02-24 08:22:05.999,46.77048243,8.27915882,4.00,1948.447,,0.000,,14,17,,
T,2023-02-24 08:22:06.999,46.77048243,8.27915882,4.00,1948.477,,0.000,,14,17,,
T,2023-02-24 08:22:07.999,46.77048243,8.27915882,4.00,1948.523,,0.000,,14,17,,
T,2023-02-24 08:22:08.999,46.77048243,8.27915882,4.00,1948.598,,0.000,,14,17,,
T,2023-02-24 08:22:09.999,46.77048243,8.27915882,4.00,1948.640,,0.000,,14,17,,
T,2023-02-24 08:22:10.999,46.77048243,8.27915882,4.00,1948.702,,0.000,,15,17,,
T,2023-02-24 08:22:11.999,46.77048243,8.27915882,4.00,1948.722,,0.000,,15,17,,
T,2023-02-24 08:22:12.999,46.77048243,8.27915882,4.00,1948.794,,0.000,,15,17,,
T,2023-02-24 08:22:13.999,46.77048243,8.27915882,4.00,1948.841,,0.000,,15,17,,
T,2023-02-24 08:22:14.999,46.77048243,8.27915882,4.00,1948.892,,0.000,,15,17,,
T,2023-02-24 08:22:15.999,46.77048243,8.27915882,4.00,1948.907,,0.000,,15,17,,
T,2023-02-24 08:22:16.999,46.77048243,8.27915882,4.00,1948.933,,0.000,,15,17,,
T,2023-02-24 08:22:17.999,46.77048243,8.27915882,4.00,1948.926,,0.000,,15,17,,
T,2023-02-24 08:22:18.999,46.77048243,8.27915882,4.00,1948.950,,0.000,,15,17,,
T,2023-02-24 08:22:19.999,46.77048243,8.27915882,4.00,1948.966,,0.000,,15,17,,
T,2023-02-24 08:22:20.999,46.77048243,8.27915882,4.00,1949.014,,0.000,,15,17,,
T,2023-02-24 08:22:21.999,46.77048243,8.27915882,4.00,1949.041,,0.000,,15,17,,
T,2023-02-24 08:22:22.999,46.77048243,8.27915882,4.00,1948.971,,0.000,,15,17,,
T,2023-02-24 08:22:23.999,46.77048243,8.27915882,4.00,1948.924,,0.000,,15,17,,
T,2023-02-24 08:22:24.999,46.77048243,8.27915882,4.00,1948.873,,0.000,,15,17,,
T,2023-02-24 08:22:25.999,46.77048243,8.27915882,6.00,1948.865,,0.000,,15,17,,
T,2023-02-24 08:22:26.999,46.77048243,8.27915882,6.00,1948.833,,0.000,,14,17,,
T,2023-02-24 08:22:27.999,46.77048243,8.27915882,6.00,1948.816,,0.000,,15,17,,
T,2023-02-24 08:22:28.999,46.77048243,8.27915882,6.00,1948.766,,0.000,,15,17,,
T,2023-02-24 08:22:29.999,46.77048243,8.27915882,6.00,1948.745,,0.000,,15,17,,
T,2023-02-24 08:22:30.999,46.77048243,8.27915882,6.00,1948.688,,0.000,,15,17,,
T,2023-02-24 08:22:31.999,46.77048243,8.27915882,6.00,1948.664,,0.000,,15,17,,
T,2023-02-24 08:22:32.999,46.77046201,8.27915671,6.00,1948.698,,0.000,,15,17,,
T,2023-02-24 08:22:33.999,46.77045791,8.27916034,6.00,1948.720,,0.000,,15,17,,
T,2023-02-24 08:22:34.999,46.77045452,8.27916248,6.00,1948.690,,0.000,,15,17,,
T,2023-02-24 08:22:35.999,46.77045276,8.27916570,6.00,1948.724,,0.000,,15,17,,
T,2023-02-24 08:22:36.999,46.77044803,8.27916397,6.00,1948.802,,0.548,186,15,17,,
T,2023-02-24 08:22:37.999,46.77044803,8.27916397,6.00,1948.698,,0.000,,14,17,,
T,2023-02-24 08:22:38.999,46.77044331,8.27916786,6.00,1948.710,,0.491,183,15,17,,
T,2023-02-24 08:22:39.999,46.77043642,8.27916933,6.00,1948.644,,0.490,174,14,18,,
T,2023-02-24 08:22:40.999,46.77042964,8.27916943,4.00,1948.638,,0.551,176,15,18,,
T,2023-02-24 08:22:41.999,46.77042302,8.27916823,4.00,1948.693,,0.378,181,15,18,,
T,2023-02-24 08:22:42.999,46.77041684,8.27916499,4.00,1948.711,,0.429,188,15,18,,
T,2023-02-24 08:22:43.999,46.77040915,8.27916211,4.00,1948.646,,0.649,193,15,18,,
T,2023-02-24 08:22:44.999,46.77040233,8.27915584,4.00,1948.597,,0.640,190,15,18,,
T,2023-02-24 08:22:45.999,46.77039542,8.27914987,4.00,1948.710,,0.809,194,15,18,,
T,2023-02-24 08:22:46.999,46.77038650,8.27914512,4.00,1948.921,,1.510,191,15,18,,
T,2023-02-24 08:22:47.999,46.77037252,8.27913958,4.00,1948.370,,1.140,182,15,18,,
T,2023-02-24 08:22:48.999,46.77036209,8.27913252,4.00,1947.933,,1.011,191,15,18,,
T,2023-02-24 08:22:49.999,46.77035379,8.27912944,4.00,1947.951,,1.109,198,15,18,,
T,2023-02-24 08:22:50.999,46.77034421,8.27912582,4.00,1948.207,,1.802,194,15,18,,
T,2023-02-24 08:22:51.999,46.77032921,8.27911977,4.00,1948.133,,1.693,197,16,18,,
T,2023-02-24 08:22:52.999,46.77031681,8.27911415,4.00,1948.145,,1.432,199,16,18,,
T,2023-02-24 08:22:53.999,46.77030304,8.27910889,4.00,1948.001,,1.434,196,16,18,,
T,2023-02-24 08:22:54.999,46.77028812,8.27910568,4.00,1948.196,,1.520,190,16,18,,
T,2023-02-24 08:22:55.999,46.77028250,8.27910318,4.00,1948.410,,1.239,195,16,18,,
T,2023-02-24 08:22:56.999,46.77027395,8.27910191,4.00,1948.422,,1.170,191,16,18,,
T,2023-02-24 08:22:57.999,46.77026491,8.27909974,4.00,1948.442,,1.151,185,16,18,,
T,2023-02-24 08:22:58.999,46.77024859,8.27909912,4.00,1948.423,,1.288,181,16,18,,
T,2023-02-24 08:22:59.999,46.77023647,8.27910165,4.00,1948.336,,1.303,184,16,18,,
T,2023-02-24 08:23:00.999,46.77022315,8.27910658,4.00,1948.337,,1.337,180,16,18,,
T,2023-02-24 08:23:01.999,46.77021137,8.27910787,4.00,1948.373,,1.330,185,16,18,,
T,2023-02-24 08:23:02.999,46.77020218,8.27910511,4.00,1948.416,,1.287,181,16,19,,
T,2023-02-24 08:23:03.999,46.77019446,8.27910190,4.00,1948.322,,1.139,178,16,18,,
T,2023-02-24 08:23:04.999,46.77019234,8.27909824,4.00,1948.746,,0.832,178,16,18,,
T,2023-02-24 08:23:05.999,46.77018472,8.27909842,4.00,1949.355,,0.771,169,16,18,,
T,2023-02-24 08:23:06.999,46.77017802,8.27909795,4.00,1949.176,,0.748,176,16,18,,
T,2023-02-24 08:23:07.999,46.77016907,8.27909830,4.00,1949.141,,0.804,174,16,18,,
T,2023-02-24 08:23:08.999,46.77016525,8.27909527,4.00,1948.986,,0.700,170,15,18,,
T,2023-02-24 08:23:09.999,46.77016150,8.27909654,4.00,1948.989,,0.582,170,15,18,,
T,2023-02-24 08:23:10.999,46.77015331,8.27909424,4.00,1948.937,,0.697,187,14,18,,
T,2023-02-24 08:23:11.999,46.77015019,8.27909338,4.00,1948.950,,0.553,190,15,18,,
T,2023-02-24 08:23:12.999,46.77014933,8.27908853,4.00,1949.032,,0.462,190,14,18,,
T,2023-02-24 08:23:13.999,46.77014948,8.27909186,4.00,1949.125,,0.367,190,14,18,,
T,2023-02-24 08:23:14.999,46.77014830,8.27909097,4.00,1949.048,,0.286,190,15,18,,
T,2023-02-24 08:23:15.999,46.77014534,8.27908983,4.00,1949.057,,0.303,186,14,18,,
T,2023-02-24 08:23:16.999,46.77014152,8.27908983,4.00,1948.988,,0.325,182,15,18,,
T,2023-02-24 08:23:17.999,46.77013594,8.27908820,4.00,1948.965,,0.316,196,16,18,,
T,2023-02-24 08:23:18.999,46.77013340,8.27909034,4.00,1949.062,,0.252,196,15,18,,
T,2023-02-24 08:23:19.999,46.77013182,8.27909001,4.00,1949.102,,0.222,196,15,18,,
T,2023-02-24 08:23:20.999,46.77012862,8.27909464,4.00,1949.348,,0.237,196,15,18,,
T,2023-02-24 08:23:21.999,46.77013006,8.27909704,4.00,1949.243,,0.190,196,15,18,,
T,2023-02-24 08:23:22.999,46.77012760,8.27909604,4.00,1949.240,,0.027,196,15,18,,
T,2023-02-24 08:23:23.999,46.77012794,8.27909547,4.00,1949.401,,0.039,196,15,18,,
T,2023-02-24 08:23:24.999,46.77012757,8.27909560,4.00,1949.415,,0.056,196,15,18,,
T,2023-02-24 08:23:25.999,46.77012175,8.27909555,4.00,1949.253,,0.314,180,15,18,,
T,2023-02-24 08:23:26.999,46.77012249,8.27909791,4.00,1949.320,,0.314,171,16,18,,
T,2023-02-24 08:23:27.999,46.77012018,8.27909676,4.00,1949.342,,0.375,171,16,18,,
T,2023-02-24 08:23:28.999,46.77011928,8.27910226,4.00,1949.188,,0.264,171,16,18,,
T,2023-02-24 08:23:29.999,46.77011668,8.27910318,4.00,1949.161,,0.041,171,16,18,,
T,2023-02-24 08:23:30.999,46.77011674,8.27910414,4.00,1949.175,,0.056,171,16,18,,
T,2023-02-24 08:23:31.999,46.77011622,8.27910481,4.00,1949.217,,0.216,171,16,18,,
T,2023-02-24 08:23:32.999,46.77011413,8.27910611,4.00,1949.217,,0.454,164,16,18,,
T,2023-02-24 08:23:33.999,46.77010771,8.27911097,4.00,1949.196,,0.303,164,16,18,,
T,2023-02-24 08:23:34.999,46.77010603,8.27911441,4.00,1949.354,,0.202,164,16,18,,
T,2023-02-24 08:23:35.999,46.77010156,8.27911361,4.00,1948.844,,0.153,164,16,18,,
T,2023-02-24 08:23:36.999,46.77009800,8.27911135,4.00,1949.496,,0.117,164,15,18,,
T,2023-02-24 08:23:37.999,46.77009195,8.27911052,4.00,1949.934,,0.107,164,16,18,,
T,2023-02-24 08:23:38.999,46.77008926,8.27911258,4.00,1950.004,,0.030,164,16,18,,
T,2023-02-24 08:23:39.999,46.77008717,8.27911192,4.00,1949.711,,0.163,164,16,18,,
T,2023-02-24 08:23:40.999,46.77008550,8.27911045,4.00,1949.697,,0.124,164,16,18,,
T,2023-02-24 08:23:41.999,46.77008489,8.27911068,4.00,1949.694,,0.012,164,15,18,,
T,2023-02-24 08:23:42.999,46.77008492,8.27911073,4.00,1949.688,,0.045,164,16,18,,
T,2023-02-24 08:23:43.999,46.77008640,8.27911343,4.00,1949.316,,0.241,156,17,18,,
T,2023-02-24 08:23:44.999,46.77008409,8.27911567,4.00,1949.379,,0.034,156,16,19,,
T,2023-02-24 08:23:45.999,46.77008084,8.27912074,4.00,1949.237,,0.187,156,14,18,,
T,2023-02-24 08:23:46.999,46.77007990,8.27912159,4.00,1949.280,,0.025,156,16,18,,
T,2023-02-24 08:23:47.999,46.77007962,8.27912183,4.00,1949.325,,0.055,156,16,18,,
T,2023-02-24 08:23:48.999,46.77007860,8.27912738,4.00,1949.015,,0.152,156,15,18,,
T,2023-02-24 08:23:49.999,46.77007764,8.27913289,4.00,1949.194,,0.164,156,15,18,,
T,2023-02-24 08:23:50.999,46.77006938,8.27913242,4.00,1948.860,,0.034,156,15,18,,
T,2023-02-24 08:23:51.999,46.77006506,8.27913719,4.00,1948.708,,0.037,156,16,18,,
T,2023-02-24 08:23:52.999,46.77006216,8.27914269,4.00,1948.848,,0.235,147,17,18,,
T,2023-02-24 08:23:53.999,46.77006055,8.27914479,4.00,1948.874,,0.166,147,17,17,,
T,2023-02-24 08:23:54.999,46.77006276,8.27914543,4.00,1948.528,,0.138,147,17,17,,
T,2023-02-24 08:23:55.999,46.77006178,8.27914928,4.00,1948.477,,0.128,147,17,17,,
T,2023-02-24 08:23:56.999,46.77006112,8.27915076,4.00,1948.526,,0.105,147,17,17,,
T,2023-02-24 08:23:57.999,46.77006057,8.27915154,4.00,1948.573,,0.029,147,15,17,,
T,2023-02-24 08:23:58.999,46.77006056,8.27915221,4.00,1948.613,,0.024,147,13,17,,
T,2023-02-24 08:23:59.999,46.77006048,8.27915326,4.00,1948.640,,0.017,147,14,17,,
T,2023-02-24 08:24:00.999,46.77006079,8.27915401,6.00,1948.642,,0.034,147,15,17,,
T,2023-02-24 08:24:01.999,46.77006064,8.27915572,6.00,1948.674,,0.013,147,14,17,,
T,2023-02-24 08:24:02.999,46.77006376,8.27915530,6.00,1948.889,,0.125,147,15,17,,
